nfe_id,dh_emissao,modelo,serie,numero,emitente_id,destinatario_id,uf_origem,uf_destino,status,frete,desconto,outros,total_produtos,v_icms,v_pis,v_cofins,v_ipi,total_nfe
3438,2025-11-08,55,1,60010,3,828,MG,SC,AUTORIZADA,87.58,69.02,4.61,1720.94,292.56,28.4,130.79,172.09,1916.2
3439,2025-04-26,55,5,98801,9,428,BA,PR,AUTORIZADA,167.41,109.93,18.27,10840.9,2059.77,178.87,823.91,0.0,10916.65
3440,2025-08-10,55,5,35795,11,2130,SP,CE,AUTORIZADA,157.47,99.63,57.86,21413.38,3854.4,353.31,1627.41,558.71,22087.79
3441,2025-01-27,65,4,54156,21,2941,PE,PR,AUTORIZADA,0.0,7.37,15.12,5556.76,1055.79,91.68,422.31,0.0,5564.51
3442,2025-02-20,65,1,73705,2,858,BA,MG,AUTORIZADA,0.0,80.62,34.46,14301.11,2574.21,235.97,1086.88,118.94,14373.89
3443,2025-12-14,65,5,65794,17,3008,RJ,PE,AUTORIZADA,0.0,113.02,58.14,32770.86,5898.75,540.72,2490.59,912.6600000000001,33628.64
3444,2025-04-07,55,4,50920,21,2475,PE,SP,AUTORIZADA,164.92,83.85,29.35,16115.310000000001,2900.76,265.90999999999997,1224.77,0.0,16225.73
3445,2025-07-27,65,2,45796,12,924,CE,RS,AUTORIZADA,0.0,27.67,52.22,23017.07,4143.07,379.78,1749.3,571.13,23612.75
3446,2025-10-29,55,1,45572,25,665,CE,BA,AUTORIZADA,94.55,104.32,25.0,4105.58,739.01,67.75,312.02,0.0,4120.81
3447,2025-02-07,55,4,83948,22,664,PE,MG,AUTORIZADA,54.77,38.28,15.47,694.61,125.03,11.46,52.79,0.0,726.57
3448,2025-10-02,65,3,94257,24,949,SP,BA,AUTORIZADA,0.0,53.02,30.75,42553.729999999996,7659.68,702.14,3234.08,1025.2,43556.66
3449,2025-10-12,55,1,30208,19,889,GO,RS,AUTORIZADA,48.42,43.09,8.71,5177.8,932.0,85.43,393.51,0.0,5191.84
3450,2025-02-26,65,2,91956,1,1986,MG,RS,CANCELADA,0.0,64.7,4.0,0.0,0.0,0.0,0.0,0.0,-60.7
3451,2025-03-20,55,2,53837,6,2133,RJ,DF,AUTORIZADA,83.65,16.82,44.15,31026.66,5584.799999999999,511.93,2358.04,0.0,31137.64
3452,2025-04-09,55,5,22834,22,873,PE,RJ,AUTORIZADA,44.37,112.9,13.1,16992.0,3398.4,280.37,1291.38,0.0,16936.57
3453,2025-02-26,65,5,93685,20,3713,MG,BA,AUTORIZADA,0.0,104.93,18.67,2167.56,390.16,35.76,164.73,0.0,2081.3
3454,2025-06-08,65,1,56578,22,1109,PE,BA,AUTORIZADA,0.0,7.01,40.37,31166.34,5609.94,514.24,2368.6400000000003,425.07,31624.77
3455,2025-01-08,55,1,50180,9,3517,BA,PE,AUTORIZADA,98.25,115.94,42.95,28328.289999999997,5099.08,467.42,2152.95,100.73,28454.28
3456,2025-06-21,65,2,55096,22,2101,PE,SP,AUTORIZADA,0.0,58.53,11.5,21365.199999999997,3845.74,352.52,1623.76,104.71,21422.88
3457,2025-10-07,55,2,94900,23,2419,MG,RS,AUTORIZADA,105.63,77.74,17.94,2071.5,372.87,34.18,157.43,0.0,2117.33
3458,2025-05-04,55,3,87901,5,212,PE,PE,AUTORIZADA,33.5,56.68,47.47,19939.2,3589.0499999999997,328.99,1515.3799999999999,55.84,20019.33
3459,2026-01-12,55,3,94051,5,3664,PE,MG,AUTORIZADA,172.27,27.85,21.14,11990.76,2158.34,197.85000000000002,911.3,0.0,12156.32
3460,2025-08-21,55,1,33813,10,3290,DF,PE,AUTORIZADA,69.56,39.28,58.83,18134.75,3264.26,299.21999999999997,1378.23,0.0,18223.86
3461,2025-08-31,55,2,62543,17,1911,RJ,RS,AUTORIZADA,110.2,11.31,45.24,9150.98,1647.17,150.99,695.47,0.0,9295.11
3462,2025-05-17,55,4,44620,9,968,BA,RJ,AUTORIZADA,78.72,18.1,33.69,28132.54,5626.51,464.17,2138.0699999999997,473.7,28700.55
3463,2025-05-20,55,3,37383,24,2034,SP,RJ,AUTORIZADA,2.04,39.0,35.95,7082.85,1416.58,116.86,538.3,17.06,7098.9
3464,2025-09-18,65,4,97156,9,3097,BA,SP,AUTORIZADA,0.0,60.48,14.41,64107.6,11539.36,1057.77,4872.19,2657.21,66718.74
3465,2025-08-09,55,3,86565,20,2828,MG,PR,AUTORIZADA,63.29,28.04,21.35,8179.15,1554.04,134.95,621.61,477.77,8713.52
3466,2025-01-24,65,1,70589,15,901,MG,CE,AUTORIZADA,0.0,108.21,31.62,26870.35,4836.66,443.36,2042.15,1227.22,28020.98
3467,2025-11-12,65,4,48826,11,1201,SP,SP,AUTORIZADA,0.0,63.78,23.8,11113.56,2000.44,183.37,844.63,555.68,11629.26
3468,2025-05-07,55,2,94422,4,2805,DF,PE,AUTORIZADA,164.06,44.3,5.01,30533.489999999998,5496.02,503.81,2320.55,988.8599999999999,31647.12
3469,2026-01-18,55,4,37801,19,948,GO,PE,DENEGADA,112.23,72.13,37.24,0.0,0.0,0.0,0.0,0.0,77.34
3470,2025-03-25,55,2,27447,10,1836,DF,CE,AUTORIZADA,93.33,88.54,34.56,13789.02,2482.03,227.53,1047.97,41.05,13869.42
3471,2025-07-16,55,4,78407,10,3041,DF,RJ,AUTORIZADA,109.69,1.8,51.91,2939.72,587.94,48.51,223.42,146.99,3246.51
3472,2025-03-27,55,4,63937,25,1223,CE,CE,CANCELADA,174.95,50.18,1.16,0.0,0.0,0.0,0.0,0.0,125.93
3473,2026-01-06,55,4,88910,19,2656,GO,SC,AUTORIZADA,4.0,118.34,32.78,17413.27,2960.25,287.32,1323.4099999999999,193.4,17525.11
3474,2025-02-08,55,1,47583,2,1046,BA,SC,CANCELADA,53.97,107.89,48.36,0.0,0.0,0.0,0.0,0.0,-5.56
3475,2025-08-14,55,4,72440,6,1429,RJ,CE,AUTORIZADA,2.54,71.24,0.98,1727.97,311.03,28.51,131.33,86.4,1746.65
3476,2025-05-28,55,5,70566,6,1473,RJ,RJ,AUTORIZADA,158.5,34.51,36.45,12114.02,2422.7999999999997,199.88,920.67,857.8499999999999,13132.31
3477,2025-11-05,55,1,28389,20,2531,MG,RJ,AUTORIZADA,133.42,117.11,44.94,20868.46,4173.7,344.33,1586.0,236.44,21166.15
3478,2025-09-19,65,3,65754,25,450,CE,PE,CANCELADA,0.0,50.09,54.37,9104.14,1638.75,150.22,691.91,0.0,9108.42
3479,2025-01-30,55,5,21928,18,759,SC,CE,AUTORIZADA,29.12,30.05,45.63,40578.409999999996,7304.12,669.55,3083.96,1537.68,42160.79
3480,2025-11-27,55,2,22059,22,2875,PE,RJ,AUTORIZADA,103.25,81.48,25.96,2280.0,456.0,37.62,173.28,228.0,2555.73
3481,2025-09-29,55,1,82754,4,3846,DF,PR,AUTORIZADA,90.96,84.95,26.09,26285.79,4994.3,433.7099999999999,1997.73,139.89,26457.78
3482,2025-03-16,55,1,48954,20,2971,MG,SP,AUTORIZADA,29.18,3.45,23.7,3239.31,583.08,53.45,246.19,0.0,3288.74
3483,2025-12-17,55,3,72559,5,3687,PE,SC,AUTORIZADA,108.29,20.63,31.73,19805.84,3366.9900000000002,326.8,1505.25,330.97,20256.2
3484,2025-11-08,55,4,23972,22,128,PE,PE,AUTORIZADA,102.26,98.73,9.84,16525.7,2974.63,272.68,1255.95,207.97,16747.04
3485,2025-11-02,65,3,95703,4,2108,DF,PR,AUTORIZADA,0.0,59.28,20.18,9983.01,1896.77,164.73,758.71,110.2,10054.11
3486,2025-09-25,65,1,34268,10,3043,DF,BA,AUTORIZADA,0.0,38.89,34.06,33073.17,5953.17,545.7099999999999,2513.57,32.52,33100.86
3487,2025-02-11,65,1,87642,15,2913,MG,PE,AUTORIZADA,0.0,102.74,27.12,9503.51,1710.64,156.81,722.28,235.4,9663.29
3488,2025-03-07,55,2,43011,6,3960,RJ,RS,AUTORIZADA,25.83,49.85,45.87,40161.44,7229.0599999999995,662.66,3052.27,816.59,40999.88
3489,2025-04-27,55,1,59632,4,125,DF,PE,DENEGADA,96.41,19.42,37.5,0.0,0.0,0.0,0.0,0.0,114.49
3490,2025-01-29,65,1,36568,5,1237,PE,MG,AUTORIZADA,0.0,47.0,30.85,3299.82,593.97,54.45,250.79,0.0,3283.67
3491,2025-06-14,65,1,43257,6,4081,RJ,GO,AUTORIZADA,0.0,17.99,7.33,11540.35,1961.8600000000001,190.42000000000002,877.07,676.41,12206.1
3492,2025-02-20,55,4,62677,22,1520,PE,RJ,AUTORIZADA,24.85,46.39,35.57,23602.39,4720.49,389.44,1793.78,0.0,23616.42
3493,2025-01-16,55,5,93360,17,822,RJ,CE,AUTORIZADA,113.33,81.79,4.23,13673.05,2461.16,225.62,1039.16,172.2,13881.02
3494,2025-05-11,55,4,38895,24,2693,SP,RJ,AUTORIZADA,96.75,81.11,11.68,21507.86,4301.57,354.88,1634.5900000000001,689.15,22224.33
3495,2025-10-19,55,2,20321,15,382,MG,RS,AUTORIZADA,100.57,86.51,43.25,4048.0,728.64,66.79,307.65,0.0,4105.31
3496,2025-02-13,55,3,65790,22,152,PE,RJ,AUTORIZADA,85.92,106.11,43.1,29003.84,5800.7699999999995,478.56,2204.28,199.73000000000002,29226.48
3497,2025-12-16,65,5,97484,18,2612,SC,GO,AUTORIZADA,0.0,12.82,40.85,29307.71,4982.31,483.59000000000003,2227.38,608.46,29944.2
3498,2025-04-24,65,4,32356,7,3256,DF,SC,AUTORIZADA,0.0,98.73,32.38,27238.91,4630.61,449.44,2070.15,421.95,27594.51
3499,2025-11-13,55,1,53761,25,3663,CE,SC,AUTORIZADA,109.41,34.65,49.94,3844.92,653.64,63.44,292.21,0.0,3969.62
3500,2025-07-02,55,5,10948,21,4183,PE,PR,AUTORIZADA,21.75,12.27,12.08,28986.67,5507.47,478.27000000000004,2202.99,245.12,29253.35
3501,2025-02-20,55,1,24058,19,2893,GO,RJ,AUTORIZADA,154.54,33.28,37.29,27248.289999999997,5449.66,449.6,2070.87,441.78,27848.62
3502,2025-04-06,55,4,73437,11,3652,SP,SC,AUTORIZADA,147.33,38.73,48.38,25672.25,4364.28,423.6,1951.08,655.6500000000001,26484.88
3503,2025-08-16,65,1,36966,17,1647,RJ,GO,AUTORIZADA,0.0,97.71,53.47,32524.13,5529.09,536.66,2471.83,26.47,32506.36
3504,2025-10-10,55,1,61406,15,772,MG,RJ,AUTORIZADA,107.72,64.07,50.16,31721.219999999998,6344.24,523.4,2410.81,0.0,31815.03
3505,2025-01-06,65,1,82299,20,430,MG,PE,AUTORIZADA,0.0,25.32,34.38,19581.48,3524.67,323.09999999999997,1488.19,46.27,19636.81
3506,2025-01-04,55,3,30594,1,2936,MG,SP,AUTORIZADA,170.13,67.88,34.0,1704.22,306.76,28.12,129.52,0.0,1840.47
3507,2025-05-17,55,2,19240,14,2507,PE,MG,AUTORIZADA,116.67,11.28,25.83,6852.9,1233.52,113.07,520.82,0.0,6984.12
3508,2025-04-03,55,3,67720,15,2114,MG,CE,AUTORIZADA,90.02,111.95,12.66,8858.83,1594.5900000000001,146.16,673.27,28.04,8877.6
3509,2025-03-13,55,2,79213,18,783,SC,PR,AUTORIZADA,14.86,68.69,41.07,12026.53,2285.03,198.43,914.01,0.0,12013.77
3510,2026-01-16,65,2,24565,20,2684,MG,PR,AUTORIZADA,0.0,65.31,11.35,8563.77,1627.1200000000001,141.3,650.85,0.0,8509.81
3511,2025-07-01,65,4,65856,1,183,MG,PR,AUTORIZADA,0.0,14.01,28.18,16335.56,3103.76,269.54,1241.51,193.69,16543.42
3512,2025-05-04,65,3,65493,16,1693,PR,RS,AUTORIZADA,0.0,61.79,47.23,17641.24,3175.41,291.07,1340.73,302.97999999999996,17929.66
3513,2025-07-20,65,5,90919,24,1846,SP,BA,AUTORIZADA,0.0,30.04,13.45,16567.28,2982.1099999999997,273.35,1259.1100000000001,673.97,17224.66
3514,2025-02-19,65,1,25032,11,1217,SP,BA,AUTORIZADA,0.0,100.72,50.46,30891.82,5560.54,509.72,2347.78,147.49,30989.05
3515,2025-12-25,55,1,74306,18,1980,SC,CE,AUTORIZADA,105.35,105.72,16.5,21417.65,3855.18,353.38,1627.75,327.98,21761.76
3516,2025-06-27,55,5,85469,7,2239,DF,BA,AUTORIZADA,74.74,43.33,7.88,39311.21,7076.01,648.64,2987.65,720.74,40071.24
3517,2025-11-10,55,1,39185,19,3326,GO,SP,AUTORIZADA,72.24,103.75,17.66,5528.139999999999,995.06,91.21,420.14,171.36,5685.65
3518,2025-01-30,55,5,81640,4,3237,DF,MG,AUTORIZADA,24.89,11.75,25.95,6781.77,1220.72,111.9,515.4100000000001,50.17,6871.03
3519,2025-09-24,55,5,65164,15,494,MG,SP,CANCELADA,134.34,103.62,40.56,0.0,0.0,0.0,0.0,0.0,71.28
3520,2025-10-21,55,1,24606,1,2988,MG,PR,AUTORIZADA,173.86,94.95,49.12,27868.8,5295.07,459.83,2118.03,737.8,28734.63
3521,2025-06-19,55,3,96550,24,1782,SP,PE,AUTORIZADA,93.78,69.63,51.72,6957.72,1252.39,114.8,528.79,139.15,7172.74
3522,2026-01-06,65,2,98372,21,2295,PE,BA,AUTORIZADA,0.0,113.09,4.02,10258.1,1846.46,169.26,779.61,0.0,10149.03
3523,2025-01-18,65,2,47029,23,3457,MG,GO,AUTORIZADA,0.0,118.9,11.94,21575.97,3667.92,356.0,1639.78,22.45,21491.46
3524,2025-03-28,65,2,75917,1,2711,MG,CE,AUTORIZADA,0.0,38.14,11.71,33727.65,6070.97,556.51,2563.3,0.0,33701.22
3525,2025-01-22,55,1,20572,24,2338,SP,CE,AUTORIZADA,44.64,63.41,58.53,33071.51,5952.87,545.69,2513.44,571.66,33682.93
3526,2025-04-08,55,1,30098,1,4011,MG,RS,AUTORIZADA,163.8,3.58,59.37,19024.0,3424.3199999999997,313.9,1445.8200000000002,154.15,19397.74
3527,2025-12-12,65,5,68774,7,3643,DF,PR,AUTORIZADA,0.0,114.7,32.66,30974.07,5885.0599999999995,511.07,2354.02,874.63,31766.66
3528,2025-10-19,55,1,80346,19,3248,GO,RJ,AUTORIZADA,176.83,74.35,23.87,9172.189999999999,1834.43,151.34,697.09,0.0,9298.54
3529,2025-03-13,55,3,12486,25,115,CE,PE,AUTORIZADA,141.01,44.54,7.42,35034.11,6306.139999999999,578.0699999999999,2662.59,218.26,35356.26
3530,2025-04-24,55,3,81994,14,2263,PE,GO,AUTORIZADA,16.46,105.82,51.35,28052.22,4768.87,462.86,2131.9700000000003,444.14,28458.35
3531,2025-11-30,55,2,72740,7,700,DF,MG,AUTORIZADA,73.0,30.46,1.3,15818.14,2847.27,261.0,1202.17,372.61,16234.59
3532,2025-01-13,65,2,16030,22,3660,PE,BA,AUTORIZADA,0.0,39.06,18.94,14811.56,2666.08,244.39000000000001,1125.68,0.0,14791.44
3533,2025-08-04,55,3,68608,12,1702,CE,CE,AUTORIZADA,6.53,14.93,39.67,18644.03,3355.9300000000003,307.62,1416.94,219.64,18894.94
3534,2025-09-14,55,1,72161,11,3886,SP,MG,AUTORIZADA,9.84,11.73,42.88,4802.34,864.4200000000001,79.24000000000001,364.98,36.79,4880.12
3535,2025-01-16,55,1,33385,2,2790,BA,SP,AUTORIZADA,51.03,72.21,38.76,15632.43,2813.83,257.93,1188.06,544.87,16194.88
3536,2025-07-08,55,2,38248,24,3527,SP,GO,AUTORIZADA,15.46,56.75,6.94,6833.4,1161.6799999999998,112.75,519.34,0.0,6799.05
3537,2025-07-30,55,3,83469,25,2603,CE,RS,AUTORIZADA,36.76,68.38,20.03,12159.0,2188.61,200.62,924.0799999999999,23.15,12170.56
3538,2025-09-27,55,1,53353,9,1033,BA,CE,AUTORIZADA,0.92,30.75,12.16,6161.41,1109.05,101.67,468.27,76.06,6219.8
3539,2025-04-30,55,3,35812,12,3339,CE,PE,AUTORIZADA,82.95,39.53,31.13,32805.51,5905.01,541.28,2493.2200000000003,323.16,33203.22
3540,2025-05-05,55,5,68617,11,276,SP,SC,AUTORIZADA,39.33,39.88,18.12,17043.67,2897.4100000000003,281.21,1295.32,0.0,17061.24
3541,2025-10-18,55,5,90915,2,729,BA,MG,AUTORIZADA,102.04,7.2,55.5,22966.260000000002,4133.92,378.93,1745.43,78.39,23194.99
3542,2025-06-23,55,1,21546,21,3227,PE,BA,CANCELADA,111.96,31.71,6.87,0.0,0.0,0.0,0.0,0.0,87.12
3543,2025-02-04,65,1,74774,12,2339,CE,MG,AUTORIZADA,0.0,95.5,38.99,56010.77,10081.95,924.1800000000001,4256.82,358.78,56313.04
3544,2025-08-03,65,1,78034,23,1614,MG,BA,AUTORIZADA,0.0,15.85,37.03,17629.17,3173.25,290.89,1339.82,101.32,17751.67
3545,2025-10-14,55,1,66121,3,1037,MG,RJ,AUTORIZADA,18.24,3.07,10.91,9198.5,1839.7,151.78,699.08,38.85,9263.43
3546,2025-07-03,65,4,50835,5,1328,PE,GO,AUTORIZADA,0.0,30.86,46.24,9961.94,1693.54,164.37,757.11,342.46999999999997,10319.79
3547,2025-08-01,55,3,68375,15,1892,MG,DF,DENEGADA,105.89,62.02,31.23,0.0,0.0,0.0,0.0,0.0,75.1
3548,2025-03-17,65,5,13605,21,3455,PE,SP,AUTORIZADA,0.0,47.77,38.87,22029.63,3965.34,363.48,1674.25,88.81,22109.54
3549,2025-06-12,55,4,73208,4,582,DF,BA,AUTORIZADA,41.9,70.99,18.28,14303.25,2574.58,236.0,1087.06,313.49,14605.93
3550,2025-05-30,55,3,87297,14,1940,PE,RS,AUTORIZADA,113.51,17.39,8.71,19642.72,3535.69,324.11,1492.85,0.0,19747.55
3551,2025-10-23,55,1,57728,6,2377,RJ,CE,AUTORIZADA,6.33,30.69,47.72,31819.179999999997,5727.46,525.02,2418.25,849.36,32691.9
3552,2025-01-03,55,3,94424,20,1463,MG,RJ,AUTORIZADA,99.81,88.56,24.13,10630.560000000001,2126.11,175.4,807.9200000000001,264.32,10930.26
3553,2025-01-15,55,4,86250,14,3756,PE,PE,AUTORIZADA,152.43,69.6,6.48,41099.34,7397.88,678.14,3123.56,926.2900000000001,42114.94
3554,2025-03-09,55,1,88751,6,2274,RJ,CE,AUTORIZADA,33.34,51.77,43.32,16306.54,2935.1800000000003,269.06,1239.29,326.13,16657.56
3555,2025-05-15,55,1,43151,12,1944,CE,RJ,AUTORIZADA,13.49,79.99,18.95,1263.13,252.63,20.84,96.0,0.0,1215.58
3556,2025-10-14,65,4,14908,4,1298,DF,BA,AUTORIZADA,0.0,60.49,42.64,10067.44,1812.14,166.10999999999999,765.12,46.8,10096.39
3557,2025-01-28,55,2,51740,8,1965,SC,DF,AUTORIZADA,81.31,119.15,47.68,6646.4400000000005,1196.3600000000001,109.66,505.14,146.67000000000002,6802.95
3558,2025-02-03,55,1,93014,13,3743,PE,SP,AUTORIZADA,47.81,68.0,39.77,29421.43,5295.85,485.44,2236.04,736.3199999999999,30177.33
3559,2025-08-22,55,4,84067,21,2913,PE,PE,AUTORIZADA,166.94,104.87,49.79,17255.760000000002,3106.0299999999997,284.71,1311.44,701.3499999999999,18068.97
3560,2025-06-02,55,3,56376,18,2150,SC,SC,AUTORIZADA,147.86,78.44,43.8,32599.18,5541.86,537.89,2477.54,791.6899999999999,33504.09
3561,2025-03-11,55,2,48751,10,322,DF,SC,AUTORIZADA,46.79,10.22,13.48,7076.34,1202.98,116.76,537.8,0.0,7126.39
3562,2025-08-31,55,4,81812,2,3964,BA,PE,CANCELADA,109.56,103.24,48.59,0.0,0.0,0.0,0.0,0.0,54.91
3563,2025-08-16,55,4,13475,1,1012,MG,RS,AUTORIZADA,50.06,32.34,17.87,36139.39,6505.1,596.29,2746.6,566.9100000000001,36741.89
3564,2025-10-03,65,3,60550,1,3345,MG,BA,AUTORIZADA,0.0,41.92,41.76,15161.44,2729.06,250.15,1152.26,0.0,15161.28
3565,2025-05-18,65,4,90471,3,332,MG,RJ,AUTORIZADA,0.0,43.94,13.09,19121.41,3824.2799999999997,315.5,1453.22,596.38,19686.94
3566,2025-08-09,65,1,64736,11,4051,SP,BA,AUTORIZADA,0.0,54.21,49.1,20869.75,3756.56,344.35,1586.1,299.14,21163.78
3567,2025-06-27,55,3,41939,5,4093,PE,DF,AUTORIZADA,33.06,72.04,59.41,24427.77,4397.0,403.05,1856.5,775.98,25224.18
3568,2025-03-21,55,5,91615,11,2083,SP,RJ,AUTORIZADA,72.35,67.85,34.4,3113.24,622.65,51.37,236.61,62.26,3214.4
3569,2025-09-23,65,5,22176,18,4056,SC,CE,AUTORIZADA,0.0,52.64,47.23,30160.79,5428.9400000000005,497.65,2292.23,214.16,30369.54
3570,2025-11-06,65,2,24798,11,3527,SP,GO,AUTORIZADA,0.0,80.26,29.56,4983.28,847.16,82.22,378.73,99.67,5032.25
3571,2026-01-17,55,2,77091,15,2210,MG,CE,AUTORIZADA,22.35,1.51,53.1,46692.28,8404.62,770.43,3548.63,767.03,47533.25
3572,2025-11-13,55,4,10273,17,2805,RJ,PE,AUTORIZADA,90.88,78.62,10.09,7555.0599999999995,1359.91,124.66,574.18,0.0,7577.41
3573,2025-06-09,55,5,17115,19,1693,GO,RS,AUTORIZADA,25.5,63.54,24.02,16685.69,3003.4199999999996,275.31,1268.11,61.24,16732.91
3574,2025-04-13,55,3,21040,14,1931,PE,BA,CANCELADA,11.13,94.45,13.95,6363.6,1145.45,105.0,483.63,0.0,6294.23
3575,2025-12-08,55,4,56897,22,488,PE,SC,AUTORIZADA,48.04,26.54,37.03,13227.69,2248.71,218.25,1005.3000000000001,48.1,13334.32
3576,2025-06-30,55,1,51258,5,792,PE,PR,AUTORIZADA,101.25,72.16,45.74,7317.74,1390.37,120.74000000000001,556.1500000000001,0.0,7392.57
3577,2025-10-28,55,2,66010,18,2257,SC,BA,AUTORIZADA,5.74,116.47,20.98,5294.94,953.09,87.37,402.42,529.49,5734.68
3578,2025-08-06,55,2,75350,22,418,PE,SC,AUTORIZADA,6.49,4.78,35.85,28134.04,4782.8,464.2,2138.19,337.65,28509.25
3579,2025-07-10,55,3,56717,3,1839,MG,MG,AUTORIZADA,5.03,93.77,55.54,18896.1,3401.29,311.78,1436.1,0.0,18862.9
3580,2025-06-08,55,1,14864,16,2981,PR,BA,AUTORIZADA,147.93,3.39,4.41,13325.0,2398.5,219.87,1012.7,51.6,15128.31
3581,2025-06-16,55,2,46122,21,1504,PE,RJ,AUTORIZADA,90.68,71.7,17.37,28463.48,5692.69,469.64,2163.23,38.54,28538.37
3582,2025-06-08,65,2,47296,3,1683,MG,RS,AUTORIZADA,0.0,73.63,41.97,5918.35,1065.3,97.66,449.78999999999996,136.58,6023.27
3583,2025-09-09,55,5,59576,1,3958,MG,PR,AUTORIZADA,121.32,43.06,28.31,25713.16,4885.5,424.27,1954.1899999999998,251.32999999999998,26071.06
3584,2025-01-02,55,5,43381,10,1513,DF,DF,AUTORIZADA,46.56,26.53,33.98,29584.66,5325.24,488.14,2248.43,622.1899999999999,30260.86
3585,2025-09-06,55,2,56985,24,2904,SP,RS,AUTORIZADA,148.13,60.71,34.68,31423.6,5656.25,518.49,2388.19,0.0,31545.7
3586,2025-07-15,55,5,68548,9,2675,BA,SP,AUTORIZADA,4.66,0.28,26.23,12772.42,2299.04,210.74,970.71,202.55,13005.58
3587,2026-01-01,55,3,58071,9,2464,BA,MG,AUTORIZADA,93.44,44.85,47.2,8316.26,1496.93,137.22,632.03,65.89,8477.94
3588,2025-06-12,55,2,48404,23,3437,MG,GO,AUTORIZADA,8.26,20.25,47.68,11573.45,1967.48,190.95999999999998,879.58,120.81,11729.95
3589,2025-08-03,55,2,38745,13,2244,PE,GO,AUTORIZADA,126.07,50.47,12.06,12257.56,2083.78,202.25,931.56,0.0,12345.22
3590,2025-10-03,55,2,23235,22,1821,PE,PR,AUTORIZADA,18.35,91.07,54.74,26384.760000000002,5013.11,435.35,2005.2399999999998,489.85,26856.63
3591,2025-02-10,55,5,25745,4,62,DF,PR,AUTORIZADA,2.56,21.38,10.41,15158.53,2880.12,250.12,1152.05,52.27,15202.39
3592,2025-01-25,55,5,26600,15,58,MG,RS,AUTORIZADA,97.38,56.58,6.5,25259.97,4546.780000000001,416.8,1919.7599999999998,172.92000000000002,25480.19
3593,2025-01-13,55,3,13161,13,306,PE,RJ,AUTORIZADA,85.96,0.35,27.02,17131.37,3426.27,282.67,1301.98,921.9100000000001,18165.91
3594,2025-02-13,65,1,62410,5,1033,PE,CE,AUTORIZADA,0.0,95.67,37.01,50122.729999999996,9022.08,827.02,3809.34,639.55,50703.62
3595,2025-03-13,65,3,62633,23,1964,MG,MG,AUTORIZADA,0.0,73.49,23.07,6951.82,1251.33,114.71,528.34,0.0,6901.4
3596,2025-06-06,55,2,70797,16,1642,PR,GO,AUTORIZADA,13.11,29.16,22.73,20409.440000000002,3469.61,336.76,1551.12,65.73,20481.85
3597,2025-04-23,55,2,22659,18,1414,SC,PR,AUTORIZADA,85.14,105.16,58.89,9735.52,1849.75,160.64,739.9100000000001,61.87,9836.26
3598,2025-02-10,55,4,96512,19,577,GO,PE,AUTORIZADA,129.25,17.28,13.81,15899.96,2861.99,262.35,1208.39,165.36,16191.1
3599,2025-04-24,55,2,37427,2,1553,BA,MG,AUTORIZADA,149.85,117.08,11.3,4258.02,766.44,70.26,323.61,425.8,4727.89
3600,2025-04-06,55,1,93502,16,1309,PR,GO,AUTORIZADA,120.43,67.38,9.66,19156.35,3256.5699999999997,316.08,1455.88,403.65,19622.71
3601,2025-04-04,55,1,43191,11,3813,SP,MG,AUTORIZADA,161.39,95.39,27.07,24202.739999999998,4356.5,399.34,1839.4099999999999,622.92,24918.73
3602,2025-06-15,65,3,64333,14,3238,PE,BA,AUTORIZADA,0.0,30.06,56.81,8694.15,1564.95,143.45,660.75,0.0,8720.9
3603,2025-07-27,55,5,12927,12,870,CE,MG,CANCELADA,102.12,98.97,33.68,0.0,0.0,0.0,0.0,0.0,36.83
3604,2025-01-15,65,3,94052,8,107,SC,GO,AUTORIZADA,0.0,112.58,20.64,22026.32,3744.4700000000003,363.43,1674.01,44.77,21979.15
3605,2025-05-14,55,5,59020,23,1373,MG,DF,AUTORIZADA,74.38,83.2,24.9,13484.83,2427.27,222.5,1024.85,52.89,13553.8
3606,2025-09-13,55,4,86977,13,874,PE,SC,AUTORIZADA,77.51,82.14,26.71,23403.91,3978.67,386.18,1778.69,581.15,24007.14
3607,2025-08-02,65,4,15063,10,1090,DF,DF,AUTORIZADA,0.0,8.04,35.11,47333.25,8520.0,781.0,3597.33,499.05,47859.37
3608,2025-07-16,65,5,40163,1,3328,MG,DF,AUTORIZADA,0.0,105.63,8.95,32782.61,5900.87,540.92,2491.48,803.57,33489.5
3609,2025-08-21,55,5,28728,6,4087,RJ,GO,AUTORIZADA,61.35,4.13,53.77,25634.17,4357.8,422.97,1948.19,973.24,26718.4
3610,2025-02-20,55,4,31822,19,896,GO,GO,AUTORIZADA,75.23,106.71,41.79,12796.08,2175.33,211.14,972.51,872.24,13678.63
3611,2025-12-22,55,4,47666,4,39,DF,MG,AUTORIZADA,108.66,40.9,8.34,11060.1,1990.82,182.49,840.57,0.0,11136.2
3612,2025-07-03,55,1,46703,13,318,PE,SP,AUTORIZADA,91.43,82.24,42.01,15005.41,2700.98,247.58999999999997,1140.4,569.3199999999999,15625.93
3613,2025-03-28,65,3,16226,1,2916,MG,PE,AUTORIZADA,0.0,98.44,44.11,5795.03,1043.1,95.62,440.42,0.0,5740.7
3614,2025-08-09,55,4,76338,18,1940,SC,RS,AUTORIZADA,85.97,107.69,17.61,7373.45,1327.22,121.66,560.38,295.29,7664.63
