competencia,funcionario_id,salario_bruto,bonus,descontos,salario_liquido
2025-03,459,5907.36,190.43,1218.67,4879.12
2025-03,135,5193.74,0.0,1039.79,4153.95
2025-03,607,2868.18,186.11,508.64,2545.65
2025-03,349,4893.16,0.0,590.29,4302.87
2025-03,211,4189.87,228.09,1038.83,3379.13
2025-03,596,7088.52,341.52,1749.17,5680.87
2025-03,226,4100.9,589.7,507.94,4182.66
2025-03,125,11427.65,1535.33,611.03,12351.95
2025-03,202,6930.53,200.78,394.8,6736.51
2025-03,222,4293.32,0.0,1037.02,3256.3
2025-03,194,6416.27,338.69,499.89,6255.07
2025-03,373,4141.56,273.83,677.73,3737.66
2025-03,455,10091.2,292.64,1337.81,9046.03
2025-03,8,5603.17,192.58,1439.81,4355.94
2025-03,325,7349.13,162.93,1337.55,6174.51
2025-03,25,5371.2,0.0,1273.12,4098.08
2025-03,309,10636.46,2643.53,1457.63,11822.36
2025-03,576,6828.97,1137.84,1103.46,6863.35
2025-03,225,4110.2,250.25,1146.51,3213.94
2025-03,405,6527.4,713.77,461.99,6779.18
2025-03,208,6982.2,0.0,1460.97,5521.23
2025-03,431,6132.65,611.7,413.77,6330.58
2025-03,611,7369.25,711.86,1830.34,6250.77
2025-03,428,4448.5,196.32,1176.82,3468.0
2025-03,214,3775.15,26.16,938.34,2862.97
2025-03,458,4595.24,0.0,787.33,3807.91
2025-03,344,3765.69,0.0,461.29,3304.4
2025-03,33,4661.01,257.86,1176.67,3742.2
2025-03,393,6892.81,597.54,261.55,7228.8
2025-03,85,13596.82,334.87,3700.63,10231.06
2025-03,40,4293.86,865.99,968.66,4191.19
2025-03,39,3128.66,232.29,666.16,2694.79
2025-03,67,7162.39,933.46,465.23,7630.62
2025-03,494,4733.83,949.45,1137.72,4545.56
2025-03,36,2863.14,181.66,160.35,2884.45
2025-03,374,10196.75,0.0,2491.8,7704.95
2025-03,19,5620.61,0.0,1277.78,4342.83
2025-03,195,3313.93,251.61,761.23,2804.31
2025-03,615,4105.79,0.0,953.63,3152.16
2025-03,79,5256.7,357.96,747.15,4867.51
2025-03,13,3121.8,371.88,812.45,2681.23
2025-03,129,4704.78,67.13,1244.08,3527.83
2025-03,566,4659.63,174.61,606.86,4227.38
2025-03,568,3315.01,218.37,482.07,3051.31
2025-03,328,8199.37,2680.58,1493.25,9386.7
2025-03,438,9917.47,0.0,2180.49,7736.98
2025-03,212,6519.86,1085.41,844.73,6760.54
2025-03,616,2949.24,116.62,683.64,2382.22
2025-03,179,3999.34,849.48,674.14,4174.68
2025-03,460,5845.29,207.32,1009.75,5042.86
2025-03,35,4145.01,0.0,691.21,3453.8
2025-03,350,3372.81,59.3,718.05,2714.06
2025-03,185,10211.46,0.0,2162.4,8049.06
2025-03,383,4517.12,182.05,1177.44,3521.73
2025-03,299,4484.7,0.0,791.61,3693.09
2025-03,245,6751.63,409.75,1157.0,6004.38
2025-03,624,6707.55,375.9,1085.32,5998.13
2025-03,575,4617.11,0.0,557.12,4059.99
2025-03,419,8068.76,146.89,1314.24,6901.41
2025-03,272,2175.58,77.5,355.71,1897.37
2025-03,180,3951.69,275.06,1047.28,3179.47
2025-03,524,5291.63,436.64,1220.99,4507.28
2025-03,547,15677.58,2254.75,3544.21,14388.12
2025-03,380,3666.08,64.12,876.37,2853.83
2025-03,316,9878.66,1563.61,2362.58,9079.69
2025-03,233,7253.5,804.9,1901.79,6156.61
2025-03,578,7654.65,303.98,1941.5,6017.13
2025-03,448,6587.51,380.04,1091.77,5875.78
2025-03,407,4402.42,438.66,908.94,3932.14
2025-03,608,6101.14,427.7,962.85,5565.99
2025-03,206,4804.73,0.0,1095.19,3709.54
2025-03,197,6432.02,753.9,162.98,7022.94
2025-03,582,11169.56,826.57,2764.75,9231.38
2025-03,359,5385.48,0.0,1002.15,4383.33
2025-03,131,2570.01,0.0,456.79,2113.22
2025-03,543,3661.63,0.0,864.04,2797.59
2025-03,127,4077.11,344.88,761.76,3660.23
2025-03,203,10846.84,2074.91,2066.74,10855.01
2025-03,535,3220.65,67.22,555.35,2732.52
2025-03,268,11824.67,0.0,2255.7,9568.97
2025-03,140,5968.01,204.05,1516.04,4656.02
2025-03,307,8232.16,1368.49,1814.17,7786.48
2025-03,18,3491.41,89.92,614.68,2966.65
2025-03,336,8027.21,83.69,1450.11,6660.79
2025-03,622,7895.28,656.59,1041.04,7510.83
2025-03,416,15671.71,1097.28,2358.43,14410.56
2025-03,170,6321.38,740.96,1419.11,5643.23
2025-03,71,4013.43,37.03,614.21,3436.25
2025-03,360,6666.43,0.0,1235.46,5430.97
2025-03,590,11063.22,430.36,1355.43,10138.15
2025-03,246,7373.23,396.86,1427.56,6342.53
2025-03,126,4585.09,482.38,1184.41,3883.06
2025-03,289,4738.17,461.32,749.43,4450.06
2025-03,34,5682.16,0.0,1378.29,4303.87
2025-03,50,7631.77,374.7,406.14,7600.33
2025-03,249,6054.9,0.0,1084.55,4970.35
2025-03,243,5039.96,341.15,127.23,5253.88
2025-03,119,7473.24,14.41,975.61,6512.04
2025-03,417,5848.71,0.0,740.05,5108.66
2025-03,218,3198.32,155.45,847.55,2506.22
2025-03,377,3794.87,0.0,828.13,2966.74
2025-03,95,6337.96,580.54,456.82,6461.68
2025-03,134,6796.01,551.67,1780.64,5567.04
2025-03,108,4592.54,721.8,1190.87,4123.47
2025-03,88,3129.16,0.0,770.07,2359.09
2025-03,122,4688.84,563.17,94.63,5157.38
2025-03,121,5025.06,1052.13,1129.66,4947.53
2025-03,261,4324.15,1.64,815.38,3510.41
2025-03,397,5952.76,0.0,1362.51,4590.25
2025-03,506,10132.59,675.11,2446.26,8361.44
2025-03,321,3482.19,363.75,810.05,3035.89
2025-03,569,4007.5,248.12,1043.26,3212.36
2025-03,486,4762.41,773.63,614.97,4921.07
2025-03,294,10448.67,735.5,1326.02,9858.15
2025-03,114,5603.88,389.11,1051.76,4941.23
2025-03,297,3618.28,313.72,695.11,3236.89
2025-03,278,8358.97,381.66,2043.02,6697.61
2025-03,27,6301.47,187.89,1707.37,4781.99
2025-03,391,3505.32,1072.48,420.91,4156.89
2025-03,354,8125.5,500.93,1491.34,7135.09
2025-03,252,3641.21,177.26,862.38,2956.09
2025-03,295,3046.63,346.21,519.07,2873.77
2025-03,315,5728.76,1194.43,865.06,6058.13
2025-03,625,5984.91,872.79,154.63,6703.07
2025-03,588,4691.65,260.46,167.11,4785.0
2025-03,155,3892.02,238.84,689.27,3441.59
2025-03,426,4781.89,91.93,1145.09,3728.73
2025-03,385,6333.69,1323.16,1530.75,6126.1
2025-03,51,5764.01,235.12,117.42,5881.71
2025-03,274,4160.58,375.87,94.03,4442.42
2025-03,94,5259.51,0.0,933.07,4326.44
2025-03,152,5854.04,479.47,1418.33,4915.18
2025-03,296,3754.0,436.3,848.0,3342.3
2025-03,305,7380.16,0.0,554.22,6825.94
2025-03,340,4317.84,835.16,1206.21,3946.79
2025-03,264,3098.56,132.41,648.11,2582.86
2025-03,128,5146.92,625.46,1113.13,4659.25
2025-03,481,8528.87,0.0,2308.83,6220.04
2025-03,91,3091.92,0.0,779.58,2312.34
2025-03,577,6559.19,458.59,906.68,6111.1
2025-03,240,8972.82,31.79,677.12,8327.49
2025-03,153,5731.73,157.35,1206.52,4682.56
2025-03,406,5105.51,0.0,1185.61,3919.9
2025-03,43,8391.12,478.28,2303.75,6565.65
2025-03,219,3651.05,69.04,149.04,3571.05
2025-03,386,10331.03,158.35,1832.05,8657.33
2025-03,257,7043.43,0.0,1809.76,5233.67
2025-03,302,4085.39,0.0,763.18,3322.21
2025-03,168,6309.05,0.0,1025.35,5283.7
2025-03,269,6007.42,0.0,1139.2,4868.22
2025-03,221,10866.04,558.25,2464.42,8959.87
2025-03,7,4761.6,327.24,1271.98,3816.86
2025-03,267,7818.91,1268.8,571.86,8515.85
2025-03,273,27358.98,2241.14,3940.29,25659.83
2025-03,638,5029.96,84.43,1011.67,4102.72
2025-03,369,2460.99,0.0,465.3,1995.69
2025-03,499,15848.55,2382.85,1171.04,17060.36
2025-03,158,6705.29,1642.5,475.21,7872.58
2025-03,213,10427.6,1625.75,2551.48,9501.87
2025-03,530,6549.23,239.77,1210.38,5578.62
2025-03,217,5085.05,15.72,1264.6,3836.17
2025-03,642,8514.42,0.0,2299.43,6214.99
2025-03,276,3973.6,24.85,954.55,3043.9
2025-03,546,3378.43,0.0,574.37,2804.06
2025-03,516,3147.87,825.63,465.09,3508.41
2025-03,475,4678.28,574.28,788.91,4463.65
2025-03,2,5292.88,284.99,732.42,4845.45
2025-03,59,16419.64,0.0,379.91,16039.73
2025-03,81,4496.66,99.05,671.68,3924.03
2025-03,449,3515.41,451.54,855.72,3111.23
2025-03,159,5436.05,591.47,1369.25,4658.27
2025-03,482,6712.55,0.0,252.21,6460.34
2025-03,404,6030.72,252.53,125.23,6158.02
2025-03,631,4860.29,253.7,239.69,4874.3
2025-03,106,5259.79,368.11,845.93,4781.97
2025-03,253,9488.81,0.0,2467.99,7020.82
2025-03,109,4358.84,535.32,238.11,4656.05
2025-03,75,4335.2,444.91,1158.12,3621.99
2025-03,172,10283.61,213.85,1561.4,8936.06
2025-03,22,8563.27,1427.77,1469.53,8521.51
2025-03,630,4094.02,529.68,940.62,3683.08
2025-03,136,3421.44,124.37,904.81,2641.0
2025-03,238,3462.05,404.63,779.46,3087.22
2025-03,103,38223.840000000004,921.81,6531.83,32613.82
2025-03,514,10909.13,90.06,1971.02,9028.17
2025-03,235,4843.0,414.15,1039.53,4217.62
2025-03,292,10502.75,572.29,1479.06,9595.98
2025-03,580,2719.5,0.0,751.27,1968.23
2025-03,63,4693.55,0.0,832.19,3861.36
2025-03,312,9341.89,612.94,1650.73,8304.1
2025-03,62,7257.89,131.69,1417.75,5971.83
2025-03,399,5577.42,0.0,708.71,4868.71
2025-03,587,12669.81,0.0,3251.61,9418.2
2025-03,30,6316.87,0.0,1160.09,5156.78
2025-03,620,8103.83,1240.58,1597.43,7746.98
2025-03,324,3892.44,421.17,230.86,4082.75
2025-03,300,3700.2,81.64,564.76,3217.08
2025-03,497,5875.61,1466.87,1244.55,6097.93
2025-03,648,3849.03,149.65,752.41,3246.27
2025-03,628,5558.03,29.58,959.69,4627.92
2025-03,232,7919.93,797.24,1081.88,7635.29
2025-03,118,6860.33,229.97,916.87,6173.43
2025-03,437,3130.6,70.9,377.62,2823.88
2025-03,435,8225.83,881.6,1106.55,8000.88
2025-03,216,3942.63,416.65,892.07,3467.21
2025-03,64,9231.8,0.0,2306.04,6925.76
2025-03,649,5254.2,537.01,954.06,4837.15
2025-03,536,5838.52,0.0,122.48,5716.04
2025-03,326,5804.6,644.24,157.54,6291.3
2025-03,229,4739.18,0.0,1186.06,3553.12
2025-03,468,3463.17,0.0,686.99,2776.18
2025-03,571,7137.18,1249.69,1439.93,6946.94
2025-03,421,4853.12,251.4,739.74,4364.78
2025-03,633,7676.09,712.71,518.51,7870.29
2025-03,177,5304.79,800.96,960.06,5145.69
2025-03,408,2863.84,353.57,694.3,2523.11
2025-03,534,6289.44,660.61,800.99,6149.06
2025-03,157,6441.33,564.62,475.56,6530.39
2025-03,230,4175.41,317.84,1032.47,3460.78
2025-03,527,2853.97,22.95,492.26,2384.66
2025-03,301,3350.35,58.31,144.09,3264.57
2025-03,439,10290.73,808.24,1543.3,9555.67
2025-03,520,11412.37,334.44,331.17,11415.64
2025-03,241,5019.06,792.89,664.31,5147.64
2025-03,501,6515.32,707.37,1774.4,5448.29
2025-03,287,3430.97,405.28,697.68,3138.57
2025-03,366,6959.59,0.0,1255.47,5704.12
2025-03,361,6352.11,504.84,991.74,5865.21
2025-03,411,15443.8,920.77,2430.02,13934.55
2025-03,646,4112.56,0.0,923.97,3188.59
2025-03,70,8932.86,945.79,1936.03,7942.62
2025-03,521,2701.23,7.14,515.57,2192.8
2025-03,410,3414.69,100.2,648.23,2866.66
2025-03,228,6393.23,396.74,1183.55,5606.42
2025-03,526,3173.75,0.0,411.61,2762.14
2025-03,284,9871.14,58.71,2326.06,7603.79
2025-03,619,8338.3,572.92,606.14,8305.08
2025-03,396,3301.66,71.48,687.51,2685.63
2025-03,339,3659.05,807.01,963.24,3502.82
2025-03,167,3751.39,717.49,102.59,4366.29
2025-03,415,4293.6,424.77,835.49,3882.88
2025-03,489,3993.62,0.0,878.05,3115.57
2025-03,599,3266.22,231.96,894.01,2604.17
2025-03,395,5746.87,0.0,1056.65,4690.22
2025-03,479,8745.52,461.45,1251.79,7955.18
2025-03,563,6731.51,594.53,1083.29,6242.75
2025-03,330,5487.58,1199.32,1440.68,5246.22
2025-03,447,3546.16,0.0,169.7,3376.46
2025-03,434,3150.14,236.67,712.05,2674.76
2025-03,69,7287.31,594.89,1934.82,5947.38
2025-03,382,13410.64,1308.2,823.59,13895.25
2025-03,348,8373.47,2336.57,1492.6,9217.44
2025-03,313,9887.88,285.99,1791.25,8382.62
2025-03,464,9012.31,1144.4,1312.27,8844.44
2025-03,231,5664.05,982.89,1507.73,5139.21
2025-03,41,5410.7,0.0,866.06,4544.64
2025-03,334,3566.51,81.0,761.59,2885.92
2025-03,557,6253.23,771.4,1025.79,5998.84
2025-03,503,7915.06,1402.2,1065.7,8251.56
2025-03,156,8706.88,372.07,1201.38,7877.57
2025-03,4,9770.15,1399.48,2335.8,8833.83
2025-03,487,5801.85,1221.95,750.48,6273.32
2025-03,623,7778.26,438.78,1601.44,6615.6
2025-03,196,5107.18,546.33,1033.15,4620.36
2025-03,188,5173.74,860.64,1140.39,4893.99
2025-03,52,4379.2,61.8,909.92,3531.08
2025-03,329,3994.85,553.62,569.84,3978.63
2025-03,509,7493.32,998.29,208.41,8283.2
2025-03,191,5356.57,134.9,1104.67,4386.8
2025-03,178,13882.72,1053.58,2773.27,12163.03
2025-03,565,4278.97,429.14,767.38,3940.73
2025-04,183,4451.47,590.97,150.62,4891.82
2025-04,315,5728.76,0.0,787.31,4941.45
2025-04,29,5277.32,655.68,1033.93,4899.07
2025-04,527,2853.97,386.51,352.55,2887.93
2025-04,510,3820.34,0.0,761.75,3058.59
2025-04,13,3121.8,387.33,821.27,2687.86
2025-04,646,4112.56,126.96,889.46,3350.06
2025-04,495,8628.22,0.0,1900.79,6727.43
2025-04,473,15816.5,1927.08,2459.16,15284.42
2025-04,32,4075.06,0.0,575.16,3499.9
2025-04,638,5029.96,331.97,968.8,4393.13
2025-04,468,3463.17,318.4,448.62,3332.95
2025-04,320,4662.39,550.98,659.57,4553.8
2025-04,191,5356.57,0.0,1262.38,4094.19
2025-04,341,5706.38,307.3,1388.4,4625.28
2025-04,503,7915.06,0.0,2207.46,5707.6
2025-04,188,5173.74,160.01,1062.94,4270.81
2025-04,169,8446.47,459.3,2061.73,6844.04
2025-04,631,4860.29,835.7,356.9,5339.09
2025-04,102,13090.87,1642.66,1896.07,12837.46
2025-04,34,5682.16,179.33,1147.96,4713.53
2025-04,44,3364.78,0.0,740.8,2623.98
2025-04,173,5682.37,0.0,1416.09,4266.28
2025-04,336,8027.21,336.03,1085.67,7277.57
2025-04,263,3765.6,0.0,511.35,3254.25
2025-04,51,5764.01,674.84,242.04,6196.81
2025-04,635,7448.17,36.44,1437.46,6047.15
2025-04,539,3325.9,656.87,648.81,3333.96
2025-04,159,5436.05,299.73,853.56,4882.22
2025-04,209,5410.24,552.97,651.33,5311.88
2025-04,12,7882.72,626.36,1364.14,7144.94
2025-04,586,7184.02,916.76,1736.84,6363.94
2025-04,277,7083.96,482.96,1845.67,5721.25
2025-04,340,4317.84,200.03,520.02,3997.85
2025-04,628,5558.03,1093.33,900.12,5751.24
2025-04,230,4175.41,770.03,779.55,4165.89
2025-04,377,3794.87,329.09,788.84,3335.12
2025-04,580,2719.5,272.89,518.53,2473.86
2025-04,310,4836.67,221.5,602.06,4456.11
2025-04,446,7637.91,322.26,1048.08,6912.09
2025-04,8,5603.17,234.42,1028.17,4809.42
2025-04,132,4356.34,528.58,261.54,4623.38
2025-04,43,8391.12,667.95,1372.54,7686.53
2025-04,408,2863.84,184.06,646.65,2401.25
2025-04,636,2552.54,0.0,394.52,2158.02
2025-04,16,3737.72,12.25,523.82,3226.15
2025-04,9,3513.02,379.59,911.97,2980.64
2025-04,511,3800.04,249.78,1015.46,3034.36
2025-04,75,4335.2,84.65,617.2,3802.65
2025-04,371,6048.12,119.08,841.45,5325.75
2025-04,238,3462.05,307.11,555.55,3213.61
2025-04,350,3372.81,477.89,772.29,3078.41
2025-04,198,6769.21,144.74,1520.56,5393.39
2025-04,114,5603.88,679.11,688.35,5594.64
2025-04,137,3020.83,74.89,616.41,2479.31
2025-04,507,10069.09,403.06,1366.94,9105.21
2025-04,135,5193.74,504.56,1159.78,4538.52
2025-04,103,38223.840000000004,2656.34,6746.6,34133.58
2025-04,346,4092.53,320.85,1090.65,3322.73
2025-04,328,8199.37,815.16,1724.03,7290.5
2025-04,440,6080.95,357.82,1559.52,4879.25
2025-04,474,3460.84,229.52,773.6,2916.76
2025-04,614,5272.35,187.03,1011.3,4448.08
2025-04,393,6892.81,0.0,266.37,6626.44
2025-04,154,5817.92,0.0,1130.87,4687.05
2025-04,296,3754.0,285.02,618.32,3420.7
2025-04,411,15443.8,885.45,1890.76,14438.49
2025-04,246,7373.23,0.0,2010.68,5362.55
2025-04,508,5682.08,1543.6,1393.69,5831.99
2025-04,214,3775.15,354.43,855.11,3274.47
2025-04,386,10331.03,1094.1,2403.52,9021.61
2025-04,512,6236.58,786.64,1316.09,5707.13
2025-04,69,7287.31,644.49,1024.71,6907.09
2025-04,570,4429.54,960.25,1057.89,4331.9
2025-04,549,10088.16,2978.93,443.72,12623.37
2025-04,6,2501.56,239.87,592.86,2148.57
2025-04,257,7043.43,878.2,1620.44,6301.19
2025-04,266,4948.53,0.0,1163.71,3784.82
2025-04,568,3315.01,431.86,428.02,3318.85
2025-04,562,3365.78,302.86,115.04,3553.6
2025-04,141,3500.83,191.49,615.51,3076.81
2025-04,212,6519.86,0.0,1165.79,5354.07
2025-04,401,9038.25,356.2,2091.22,7303.23
2025-04,490,4582.04,184.07,743.59,4022.52
2025-04,101,7732.21,348.47,2030.06,6050.62
2025-04,312,9341.89,888.57,1286.59,8943.87
2025-04,400,5932.07,334.79,1564.1,4702.76
2025-04,295,3046.63,131.41,392.11,2785.93
2025-04,264,3098.56,0.0,430.38,2668.18
2025-04,88,3129.16,59.67,831.05,2357.78
2025-04,598,5262.19,142.53,1219.29,4185.43
2025-04,349,4893.16,802.29,1075.8,4619.65
2025-04,521,2701.23,27.47,624.64,2104.06
2025-04,104,10207.44,2036.84,1850.64,10393.64
2025-04,63,4693.55,180.43,1127.17,3746.81
2025-04,164,4919.22,1256.42,1063.17,5112.47
2025-04,409,6569.34,285.99,1173.39,5681.94
2025-04,533,10784.6,229.44,1845.95,9168.09
2025-04,287,3430.97,0.0,682.38,2748.59
2025-04,59,16419.64,197.93,575.8,16041.77
2025-04,226,4100.9,419.87,809.29,3711.48
2025-04,61,9803.73,1207.26,2726.91,8284.08
2025-04,407,4402.42,89.33,1196.73,3295.02
2025-04,227,3989.87,348.72,1058.63,3279.96
2025-04,213,10427.6,3.4,2334.08,8096.92
2025-04,292,10502.75,288.54,2240.54,8550.75
2025-04,270,3115.28,567.11,548.35,3134.04
2025-04,388,3101.48,0.0,469.32,2632.16
2025-04,155,3892.02,537.05,1063.26,3365.81
2025-04,194,6416.27,282.52,415.55,6283.24
2025-04,458,4595.24,0.0,1195.6,3399.64
2025-04,410,3414.69,0.0,439.92,2974.77
2025-04,326,5804.6,385.23,233.76,5956.07
2025-04,648,3849.03,862.85,677.2,4034.68
2025-04,162,4314.68,426.51,1137.55,3603.64
2025-04,606,11679.36,51.21,2121.05,9609.52
2025-04,184,18411.06,2786.6,4607.67,16589.99
2025-04,203,10846.84,292.75,2351.22,8788.37
2025-04,644,7825.41,1108.05,1473.93,7459.53
2025-04,599,3266.22,139.01,475.01,2930.22
2025-04,129,4704.78,196.09,592.02,4308.85
2025-04,54,7695.88,51.75,2062.63,5685.0
2025-04,538,8832.22,683.38,2227.8,7287.8
2025-04,77,12343.27,1140.08,1532.57,11950.78
2025-04,469,5804.27,863.6,1141.94,5525.93
2025-04,241,5019.06,452.75,1285.95,4185.86
2025-04,426,4781.89,150.65,698.04,4234.5
2025-04,650,5782.45,1092.12,1109.19,5765.38
2025-04,442,11539.1,846.02,592.6,11792.52
2025-04,234,5169.11,131.95,844.08,4456.98
2025-04,424,2923.17,352.58,667.76,2607.99
2025-04,579,13292.02,608.13,366.54,13533.61
2025-04,239,2969.7,27.45,785.75,2211.4
2025-04,354,8125.5,0.0,2119.23,6006.27
2025-04,189,3500.69,137.02,639.95,2997.76
2025-04,381,5253.59,541.15,1291.31,4503.43
2025-04,423,3796.25,648.09,628.19,3816.15
2025-04,397,5952.76,614.99,872.12,5695.63
2025-04,297,3618.28,211.22,931.92,2897.58
2025-04,117,5348.29,566.41,1336.6,4578.1
2025-04,180,3951.69,657.6,924.66,3684.63
2025-04,286,5049.05,905.32,1335.6,4618.77
2025-04,494,4733.83,0.0,985.13,3748.7
2025-04,619,8338.3,532.7,469.1,8401.9
2025-04,436,4614.26,598.01,747.23,4465.04
2025-04,111,8511.69,1157.07,1988.85,7679.91
2025-04,285,10690.98,2843.73,2412.0,11122.71
2025-04,534,6289.44,1771.11,1731.51,6329.04
2025-04,563,6731.51,84.7,1761.12,5055.09
2025-04,81,4496.66,503.63,688.47,4311.82
2025-04,112,4840.32,497.17,728.95,4608.54
2025-04,435,8225.83,0.0,1073.66,7152.17
2025-04,123,7489.04,362.41,1727.22,6124.23
2025-04,514,10909.13,2468.3,2702.62,10674.81
2025-04,115,7039.53,1058.49,1054.85,7043.17
2025-04,60,3816.41,0.0,963.34,2853.07
2025-04,274,4160.58,0.0,306.39,3854.19
2025-04,260,7194.64,114.27,979.42,6329.49
2025-04,486,4762.41,630.21,1096.0,4296.62
2025-04,413,3268.19,16.49,462.36,2822.32
2025-04,41,5410.7,384.25,1186.56,4608.39
2025-04,83,4791.08,1005.08,1331.1,4465.06
2025-04,93,4642.07,330.49,958.4,4014.16
2025-04,491,4345.6,88.58,321.73,4112.45
2025-04,217,5085.05,0.0,955.93,4129.12
2025-04,459,5907.36,574.27,788.54,5693.09
2025-04,276,3973.6,368.15,829.28,3512.47
2025-04,419,8068.76,919.89,1435.56,7553.09
2025-04,625,5984.91,583.24,265.67,6302.48
2025-04,265,6149.04,1223.12,1570.45,5801.71
2025-04,542,3856.2,501.07,597.57,3759.7
2025-04,575,4617.11,0.0,1217.06,3400.05
2025-04,592,5786.91,234.15,1112.8,4908.26
2025-04,405,6527.4,0.0,267.27,6260.13
2025-04,273,27358.98,3285.31,4258.92,26385.37
2025-04,208,6982.2,531.63,1241.15,6272.68
2025-04,406,5105.51,346.77,874.1,4578.18
2025-04,331,4238.85,53.62,925.62,3366.85
2025-04,243,5039.96,378.54,222.46,5196.04
2025-04,20,7130.73,112.52,1955.0,5288.25
2025-04,355,8678.92,0.0,1610.59,7068.33
2025-04,107,6365.13,18.38,1298.01,5085.5
2025-04,160,3817.78,0.0,506.58,3311.2
2025-04,161,3765.81,336.45,675.36,3426.9
2025-04,604,8883.25,1019.11,2064.37,7837.99
2025-04,548,9993.59,1355.02,1824.91,9523.7
2025-04,87,2790.89,798.06,644.54,2944.41
2025-04,90,5893.19,785.82,143.2,6535.81
2025-04,251,4757.78,11.8,960.08,3809.5
2025-04,447,3546.16,121.11,161.12,3506.15
2025-04,647,3068.11,439.78,603.63,2904.26
2025-04,290,2916.36,521.79,800.36,2637.79
2025-04,202,6930.53,495.15,187.61,7238.07
2025-04,196,5107.18,113.42,744.01,4476.59
2025-04,125,11427.65,643.27,677.49,11393.43
2025-04,577,6559.19,1484.6,1018.57,7025.22
2025-04,505,8037.6,1208.86,1936.2,7310.26
2025-04,45,6095.81,1033.76,996.5,6133.07
2025-04,540,4007.6,535.09,758.64,3784.05
2025-04,35,4145.01,625.83,866.91,3903.93
2025-04,373,4141.56,90.11,738.94,3492.73
2025-04,547,15677.58,1853.43,4307.1,13223.91
2025-04,166,3941.75,0.0,683.22,3258.53
2025-04,479,8745.52,1554.38,1113.71,9186.19
2025-04,52,4379.2,154.04,614.19,3919.05
2025-04,472,4975.15,24.28,954.09,4045.34
2025-04,364,6578.93,0.0,156.3,6422.63
2025-04,389,3556.47,120.16,796.35,2880.28
2025-04,279,6611.93,568.28,1020.21,6160.0
2025-04,630,4094.02,457.79,904.07,3647.74
2025-04,433,12806.6,88.15,1977.27,10917.48
2025-04,120,9989.41,113.68,712.84,9390.25
2025-04,617,4044.17,173.45,680.68,3536.94
2025-04,18,3491.41,335.09,709.56,3116.94
2025-04,420,5777.65,33.88,848.55,4962.98
2025-04,294,10448.67,1286.55,1511.05,10224.17
2025-04,615,4105.79,484.18,799.34,3790.63
2025-04,529,4680.37,207.71,1302.81,3585.27
2025-04,367,10871.32,1621.84,2271.86,10221.3
2025-04,233,7253.5,214.91,2011.91,5456.5
2025-04,461,3342.5,141.85,750.53,2733.82
2025-04,5,6928.71,0.0,1814.52,5114.19
2025-04,268,11824.67,92.17,3073.95,8842.89
2025-04,428,4448.5,134.53,739.68,3843.35
2025-04,640,9400.92,2225.09,2035.79,9590.22
2025-04,139,5922.38,0.0,1575.2,4347.18
2025-04,109,4358.84,282.45,308.66,4332.63
2025-04,352,4524.08,293.72,1089.3,3728.5
2025-04,333,4793.53,230.7,1244.4,3779.83
2025-04,366,6959.59,760.26,857.15,6862.7
2025-04,317,6976.1,0.0,503.88,6472.22
2025-04,501,6515.32,577.31,1534.15,5558.48
2025-04,255,4847.08,393.52,1042.98,4197.62
2025-04,124,4251.05,311.36,895.87,3666.54
2025-04,186,5097.57,633.17,915.3,4815.44
2025-04,224,4736.41,682.36,915.25,4503.52
2025-04,179,3999.34,0.0,936.06,3063.28
2025-04,242,4028.08,405.3,316.8,4116.58
2025-04,618,5204.83,1.34,650.11,4556.06
2025-04,193,6246.05,0.0,1595.92,4650.13
2025-04,187,4944.86,96.19,1230.29,3810.76
2025-04,37,4739.44,468.94,734.73,4473.65
2025-04,450,6596.91,318.47,1014.84,5900.54
2025-04,204,2981.22,412.66,513.68,2880.2
2025-04,324,3892.44,374.0,100.91,4165.53
2025-04,398,8111.27,1462.69,1552.49,8021.47
2025-04,530,6549.23,0.0,924.87,5624.36
2025-04,438,9917.47,451.67,2292.48,8076.66
2025-04,94,5259.51,1030.13,1351.12,4938.52
2025-04,122,4688.84,482.53,364.02,4807.35
2025-04,256,9248.76,963.75,1506.41,8706.1
2025-04,357,10844.82,491.71,1405.85,9930.68
2025-04,170,6321.38,1255.24,1712.49,5864.13
2025-04,229,4739.18,0.0,826.7,3912.48
2025-04,185,10211.46,1352.51,1878.06,9685.91
2025-04,467,7229.76,205.47,1332.78,6102.45
2025-04,163,10796.13,621.39,526.35,10891.17
2025-04,627,6052.6,613.04,1673.2,4992.44
2025-04,616,2949.24,0.0,523.24,2426.0
2025-04,525,6279.93,478.4,1372.44,5385.89
2025-04,348,8373.47,126.78,1356.59,7143.66
2025-04,157,6441.33,378.78,459.33,6360.78
2025-04,3,4744.18,185.13,106.36,4822.95
2025-04,394,8088.62,638.62,196.52,8530.72
2025-04,271,4942.53,0.0,1128.7,3813.83
2025-04,313,9887.88,626.35,1498.26,9015.97
2025-04,17,10517.41,98.47,2005.12,8610.76
2025-04,444,5924.67,365.32,859.74,5430.25
2025-04,14,6283.75,342.62,131.34,6495.03
2025-04,602,2878.59,197.42,484.59,2591.42
2025-04,421,4853.12,379.71,1142.96,4089.87
2025-04,47,3664.92,0.0,963.3,2701.62
2025-04,71,4013.43,323.9,610.14,3727.19
2025-04,382,13410.64,1372.51,326.9,14456.25
