venda_id,data,cliente_id,canal,loja,forma_pagamento,cupom,frete,status
1148,2025-04-18,686,Presencial,Loja 02 - Shopping,Cartão Crédito,PROMO10,0.0,Concluída
1149,2025-08-23,426,Presencial,Loja 03 - Bairro,Cartão Débito,PROMO10,0.0,Concluída
1150,2025-07-25,296,Presencial,Loja 02 - Shopping,PIX,PROMO10,0.0,Concluída
1151,2025-08-13,228,Presencial,Loja 02 - Shopping,Cartão Crédito,SEM_CUPOM,0.0,Concluída
1152,2025-04-06,875,Presencial,Loja 01 - Centro,Boleto,PROMO10,0.0,Concluída
1153,2025-07-26,1441,Online,E-commerce,PIX,SEM_CUPOM,53.5,Concluída
1154,2025-02-02,849,Online,E-commerce,PIX,SEM_CUPOM,18.94,Concluída
1155,2025-07-05,1448,Online,E-commerce,Cartão Crédito,SEM_CUPOM,14.52,Concluída
1156,2025-02-05,1134,Presencial,Loja 03 - Bairro,Cartão Débito,SEM_CUPOM,0.0,Concluída
1157,2025-09-12,1028,Presencial,Loja 01 - Centro,Cartão Débito,SEM_CUPOM,0.0,Concluída
1158,2025-08-06,1088,Online,E-commerce,PIX,SEM_CUPOM,32.14,Concluída
1159,2025-11-24,1393,Presencial,Loja 03 - Bairro,PIX,SEM_CUPOM,0.0,Concluída
1160,2025-06-27,1288,Presencial,Loja 02 - Shopping,Boleto,BLACK15,0.0,Concluída
1161,2025-03-04,243,Presencial,Loja 03 - Bairro,PIX,SEM_CUPOM,0.0,Concluída
1162,2025-04-01,878,Presencial,Loja 02 - Shopping,PIX,SEM_CUPOM,0.0,Concluída
1163,2025-11-09,691,Presencial,Loja 01 - Centro,PIX,SEM_CUPOM,0.0,Concluída
1164,2026-01-03,1319,Online,E-commerce,Cartão Débito,SEM_CUPOM,42.67,Concluída
1165,2025-01-24,307,Online,E-commerce,PIX,BLACK15,57.77,Concluída
1166,2025-09-17,1230,Online,E-commerce,PIX,SEM_CUPOM,52.88,Concluída
1167,2025-07-05,719,Presencial,Loja 03 - Bairro,Cartão Crédito,SEM_CUPOM,0.0,Concluída
1168,2025-04-10,1399,Presencial,Loja 02 - Shopping,PIX,SEM_CUPOM,0.0,Concluída
1169,2025-07-16,1187,Online,E-commerce,Dinheiro,SEM_CUPOM,34.09,Concluída
1170,2025-12-26,518,Presencial,Loja 01 - Centro,Boleto,PROMO10,0.0,Concluída
1171,2025-03-17,1268,Presencial,Loja 01 - Centro,Cartão Débito,SEM_CUPOM,0.0,Concluída
1172,2025-11-18,282,Online,E-commerce,Cartão Crédito,PROMO10,63.59,Concluída
1173,2025-02-04,7,Presencial,Loja 02 - Shopping,PIX,SEM_CUPOM,0.0,Concluída
1174,2025-10-04,761,Presencial,Loja 01 - Centro,Cartão Crédito,PROMO10,0.0,Concluída
1175,2025-01-29,585,Presencial,Loja 02 - Shopping,PIX,SEM_CUPOM,0.0,Concluída
1176,2025-01-24,189,Online,E-commerce,Cartão Débito,SEM_CUPOM,19.27,Concluída
1177,2025-01-15,1492,Presencial,Loja 03 - Bairro,PIX,SEM_CUPOM,0.0,Concluída
1178,2025-11-06,59,Presencial,Loja 01 - Centro,Cartão Débito,SEM_CUPOM,0.0,Concluída
1179,2025-08-09,884,Presencial,Loja 02 - Shopping,Cartão Crédito,SEM_CUPOM,0.0,Concluída
1180,2025-09-23,392,Online,E-commerce,Cartão Crédito,PROMO10,64.97,Concluída
1181,2025-03-01,445,Online,E-commerce,PIX,BLACK15,25.04,Concluída
1182,2025-12-20,317,Online,E-commerce,PIX,SEM_CUPOM,17.06,Devolvida
1183,2025-11-07,584,Online,E-commerce,Cartão Crédito,SEM_CUPOM,24.88,Concluída
1184,2025-07-07,1002,Presencial,Loja 02 - Shopping,Cartão Crédito,SEM_CUPOM,0.0,Concluída
1185,2025-12-12,484,Presencial,Loja 02 - Shopping,Dinheiro,BLACK15,0.0,Concluída
1186,2025-02-24,1083,Presencial,Loja 03 - Bairro,Cartão Crédito,SEM_CUPOM,0.0,Concluída
1187,2025-04-23,672,Presencial,Loja 03 - Bairro,PIX,SEM_CUPOM,0.0,Concluída
1188,2025-01-19,1178,Online,E-commerce,Cartão Crédito,BLACK15,38.08,Concluída
1189,2025-03-05,667,Presencial,Loja 03 - Bairro,Cartão Crédito,SEM_CUPOM,0.0,Concluída
1190,2025-11-20,549,Online,E-commerce,Boleto,PROMO10,30.81,Concluída
1191,2025-06-07,761,Presencial,Loja 03 - Bairro,PIX,SEM_CUPOM,0.0,Concluída
1192,2025-09-05,1030,Online,E-commerce,Boleto,SEM_CUPOM,3.26,Concluída
1193,2025-12-05,697,Online,E-commerce,Cartão Débito,SEM_CUPOM,23.14,Devolvida
1194,2025-10-21,1360,Presencial,Loja 03 - Bairro,PIX,FRETEGRATIS,0.0,Cancelada
1195,2025-06-03,775,Online,E-commerce,Cartão Crédito,SEM_CUPOM,31.97,Concluída
1196,2025-05-14,445,Online,E-commerce,Cartão Crédito,SEM_CUPOM,43.11,Concluída
1197,2025-02-11,42,Online,E-commerce,Cartão Crédito,PROMO10,61.95,Concluída
1198,2025-11-15,589,Online,E-commerce,Cartão Crédito,SEM_CUPOM,62.13,Concluída
1199,2026-01-14,82,Presencial,Loja 03 - Bairro,Cartão Crédito,SEM_CUPOM,0.0,Concluída
1200,2025-07-12,54,Presencial,Loja 02 - Shopping,Cartão Débito,SEM_CUPOM,0.0,Concluída
1201,2025-07-11,557,Online,E-commerce,Cartão Crédito,SEM_CUPOM,33.41,Concluída
1202,2025-11-22,436,Online,E-commerce,Cartão Crédito,CLIENTEVIP,36.99,Concluída
1203,2025-05-12,1328,Online,E-commerce,Boleto,SEM_CUPOM,45.37,Concluída
1204,2025-06-06,1096,Presencial,Loja 03 - Bairro,Cartão Crédito,SEM_CUPOM,0.0,Concluída
1205,2025-12-10,1187,Presencial,Loja 03 - Bairro,Cartão Crédito,SEM_CUPOM,0.0,Concluída
1206,2025-05-26,819,Presencial,Loja 02 - Shopping,PIX,SEM_CUPOM,0.0,Concluída
1207,2025-12-23,166,Online,E-commerce,PIX,BLACK15,54.3,Concluída
1208,2025-03-03,1277,Presencial,Loja 01 - Centro,PIX,SEM_CUPOM,0.0,Concluída
1209,2025-07-10,743,Presencial,Loja 03 - Bairro,Cartão Crédito,SEM_CUPOM,0.0,Concluída
1210,2025-07-08,644,Presencial,Loja 02 - Shopping,Cartão Débito,SEM_CUPOM,0.0,Concluída
1211,2025-04-28,907,Presencial,Loja 03 - Bairro,PIX,SEM_CUPOM,0.0,Concluída
1212,2026-01-05,246,Presencial,Loja 02 - Shopping,Cartão Débito,PROMO10,0.0,Concluída
1213,2025-07-05,722,Online,E-commerce,PIX,SEM_CUPOM,48.44,Concluída
1214,2025-12-04,909,Presencial,Loja 03 - Bairro,PIX,PROMO10,0.0,Concluída
1215,2025-03-26,1047,Presencial,Loja 01 - Centro,Cartão Crédito,PROMO10,0.0,Concluída
1216,2025-05-14,751,Presencial,Loja 01 - Centro,Cartão Crédito,CLIENTEVIP,0.0,Concluída
1217,2025-07-03,1496,Presencial,Loja 02 - Shopping,PIX,SEM_CUPOM,0.0,Concluída
1218,2025-08-05,1486,Online,E-commerce,PIX,SEM_CUPOM,46.83,Concluída
1219,2025-03-30,145,Online,E-commerce,Cartão Crédito,SEM_CUPOM,29.07,Concluída
1220,2025-05-01,125,Online,E-commerce,Cartão Crédito,PROMO10,56.48,Concluída
1221,2025-08-27,774,Online,E-commerce,Cartão Crédito,SEM_CUPOM,43.07,Concluída
1222,2025-04-17,1242,Presencial,Loja 03 - Bairro,PIX,SEM_CUPOM,0.0,Concluída
1223,2025-10-19,769,Online,E-commerce,Cartão Crédito,PROMO10,10.35,Concluída
1224,2025-07-03,326,Presencial,Loja 02 - Shopping,PIX,SEM_CUPOM,0.0,Concluída
1225,2026-01-08,844,Online,E-commerce,PIX,SEM_CUPOM,38.89,Concluída
1226,2025-04-02,1415,Online,E-commerce,Cartão Crédito,PROMO10,20.19,Concluída
1227,2025-11-20,251,Presencial,Loja 02 - Shopping,Cartão Crédito,CLIENTEVIP,0.0,Concluída
1228,2025-07-08,669,Presencial,Loja 01 - Centro,Dinheiro,PROMO10,0.0,Concluída
1229,2025-02-03,958,Presencial,Loja 02 - Shopping,Boleto,SEM_CUPOM,0.0,Concluída
1230,2025-09-28,590,Presencial,Loja 02 - Shopping,PIX,SEM_CUPOM,0.0,Concluída
1231,2025-03-23,67,Presencial,Loja 01 - Centro,PIX,SEM_CUPOM,0.0,Concluída
1232,2025-02-23,1005,Online,E-commerce,Boleto,SEM_CUPOM,13.2,Concluída
1233,2025-07-24,1112,Presencial,Loja 02 - Shopping,PIX,PROMO10,0.0,Concluída
1234,2025-10-29,983,Online,E-commerce,Cartão Crédito,SEM_CUPOM,42.18,Concluída
1235,2025-04-09,995,Presencial,Loja 03 - Bairro,Cartão Débito,PROMO10,0.0,Concluída
1236,2025-08-28,986,Presencial,Loja 02 - Shopping,Cartão Crédito,PROMO10,0.0,Concluída
1237,2025-01-06,496,Presencial,Loja 02 - Shopping,PIX,SEM_CUPOM,0.0,Concluída
1238,2025-03-12,25,Presencial,Loja 02 - Shopping,PIX,PROMO10,0.0,Concluída
1239,2025-10-17,1484,Presencial,Loja 02 - Shopping,PIX,SEM_CUPOM,0.0,Concluída
1240,2025-01-05,307,Presencial,Loja 01 - Centro,PIX,SEM_CUPOM,0.0,Concluída
1241,2025-05-18,1244,Presencial,Loja 03 - Bairro,PIX,SEM_CUPOM,0.0,Concluída
1242,2025-07-15,812,Presencial,Loja 03 - Bairro,Cartão Débito,PROMO10,0.0,Cancelada
1243,2025-01-26,810,Online,E-commerce,Cartão Crédito,BLACK15,41.75,Concluída
1244,2026-01-11,32,Online,E-commerce,PIX,BLACK15,62.06,Concluída
1245,2025-07-15,1486,Presencial,Loja 01 - Centro,PIX,SEM_CUPOM,0.0,Concluída
1246,2025-05-11,793,Online,E-commerce,Dinheiro,CLIENTEVIP,63.45,Concluída
1247,2026-01-11,1246,Online,E-commerce,PIX,FRETEGRATIS,26.57,Cancelada
1248,2025-08-03,1167,Presencial,Loja 03 - Bairro,PIX,SEM_CUPOM,0.0,Concluída
1249,2025-09-18,207,Presencial,Loja 02 - Shopping,Cartão Crédito,SEM_CUPOM,0.0,Concluída
1250,2025-02-04,1422,Presencial,Loja 01 - Centro,PIX,CLIENTEVIP,0.0,Concluída
1251,2025-03-02,887,Presencial,Loja 02 - Shopping,PIX,SEM_CUPOM,0.0,Concluída
1252,2025-01-18,278,Online,E-commerce,PIX,BLACK15,11.6,Concluída
1253,2025-07-17,872,Online,E-commerce,Dinheiro,SEM_CUPOM,9.13,Concluída
1254,2025-11-18,925,Presencial,Loja 02 - Shopping,Cartão Crédito,SEM_CUPOM,0.0,Concluída
1255,2025-12-13,980,Presencial,Loja 02 - Shopping,Cartão Crédito,SEM_CUPOM,0.0,Concluída
1256,2025-08-09,483,Online,E-commerce,Boleto,SEM_CUPOM,63.33,Concluída
1257,2025-01-21,1412,Presencial,Loja 03 - Bairro,Cartão Crédito,PROMO10,0.0,Concluída
1258,2025-08-29,356,Presencial,Loja 01 - Centro,PIX,SEM_CUPOM,0.0,Concluída
1259,2025-09-02,739,Presencial,Loja 01 - Centro,Cartão Crédito,SEM_CUPOM,0.0,Concluída
1260,2025-08-18,1258,Online,E-commerce,Cartão Crédito,BLACK15,25.73,Concluída
1261,2025-10-04,117,Online,E-commerce,Cartão Crédito,SEM_CUPOM,22.28,Concluída
1262,2025-08-02,606,Online,E-commerce,Cartão Débito,SEM_CUPOM,40.37,Concluída
1263,2025-09-28,719,Online,E-commerce,PIX,BLACK15,3.73,Concluída
1264,2025-07-06,1160,Presencial,Loja 03 - Bairro,PIX,BLACK15,0.0,Concluída
1265,2025-02-27,1182,Presencial,Loja 02 - Shopping,Cartão Crédito,PROMO10,0.0,Concluída
1266,2025-01-31,1196,Online,E-commerce,PIX,SEM_CUPOM,42.04,Concluída
1267,2025-12-15,538,Online,E-commerce,Dinheiro,SEM_CUPOM,56.92,Concluída
1268,2025-06-19,738,Presencial,Loja 03 - Bairro,Cartão Crédito,PROMO10,0.0,Concluída
1269,2025-05-04,41,Presencial,Loja 03 - Bairro,PIX,FRETEGRATIS,0.0,Concluída
1270,2025-04-23,1235,Online,E-commerce,Cartão Crédito,PROMO10,47.08,Concluída
1271,2025-01-20,455,Presencial,Loja 03 - Bairro,Boleto,SEM_CUPOM,0.0,Concluída
1272,2025-12-29,702,Presencial,Loja 01 - Centro,Cartão Crédito,SEM_CUPOM,0.0,Concluída
1273,2025-02-01,1024,Presencial,Loja 01 - Centro,Cartão Crédito,PROMO10,0.0,Concluída
1274,2025-03-26,1165,Presencial,Loja 03 - Bairro,Cartão Débito,FRETEGRATIS,0.0,Concluída
1275,2025-06-25,130,Online,E-commerce,PIX,SEM_CUPOM,27.13,Concluída
1276,2025-05-18,1151,Online,E-commerce,Cartão Crédito,SEM_CUPOM,7.55,Concluída
1277,2025-01-16,564,Presencial,Loja 03 - Bairro,Cartão Débito,SEM_CUPOM,0.0,Concluída
1278,2025-05-07,627,Presencial,Loja 02 - Shopping,Boleto,PROMO10,0.0,Concluída
1279,2025-10-27,200,Presencial,Loja 02 - Shopping,Boleto,FRETEGRATIS,0.0,Concluída
1280,2025-04-07,1076,Presencial,Loja 01 - Centro,Dinheiro,SEM_CUPOM,0.0,Concluída
1281,2025-11-29,714,Presencial,Loja 01 - Centro,PIX,SEM_CUPOM,0.0,Concluída
1282,2025-05-19,156,Presencial,Loja 03 - Bairro,Boleto,SEM_CUPOM,0.0,Concluída
1283,2025-01-06,213,Online,E-commerce,Cartão Débito,SEM_CUPOM,15.68,Concluída
1284,2025-02-11,1083,Online,E-commerce,Cartão Crédito,PROMO10,17.25,Concluída
1285,2025-11-08,164,Presencial,Loja 03 - Bairro,Dinheiro,SEM_CUPOM,0.0,Concluída
1286,2025-06-05,782,Online,E-commerce,Boleto,FRETEGRATIS,25.02,Cancelada
1287,2026-01-12,1047,Online,E-commerce,Cartão Débito,SEM_CUPOM,8.67,Concluída
1288,2025-10-30,1369,Presencial,Loja 02 - Shopping,PIX,FRETEGRATIS,0.0,Concluída
1289,2025-01-12,238,Online,E-commerce,PIX,SEM_CUPOM,37.42,Concluída
1290,2025-04-30,444,Presencial,Loja 01 - Centro,Dinheiro,SEM_CUPOM,0.0,Concluída
1291,2025-10-06,233,Online,E-commerce,Dinheiro,SEM_CUPOM,23.81,Cancelada
1292,2025-01-25,1320,Presencial,Loja 01 - Centro,PIX,SEM_CUPOM,0.0,Concluída
1293,2026-01-19,889,Presencial,Loja 01 - Centro,PIX,SEM_CUPOM,0.0,Concluída
1294,2025-03-05,1475,Online,E-commerce,Cartão Crédito,PROMO10,32.26,Concluída
1295,2025-11-03,66,Online,E-commerce,PIX,SEM_CUPOM,18.53,Concluída
1296,2025-11-19,1059,Presencial,Loja 03 - Bairro,Cartão Crédito,FRETEGRATIS,0.0,Concluída
1297,2025-07-14,50,Online,E-commerce,Dinheiro,SEM_CUPOM,29.5,Concluída
1298,2025-11-05,164,Online,E-commerce,PIX,SEM_CUPOM,46.32,Concluída
1299,2025-12-06,648,Online,E-commerce,Cartão Débito,SEM_CUPOM,5.73,Concluída
1300,2025-10-09,551,Online,E-commerce,Cartão Crédito,PROMO10,33.16,Cancelada
1301,2025-09-29,548,Presencial,Loja 02 - Shopping,PIX,SEM_CUPOM,0.0,Concluída
1302,2025-05-30,102,Presencial,Loja 01 - Centro,Cartão Crédito,SEM_CUPOM,0.0,Concluída
1303,2025-04-23,817,Presencial,Loja 03 - Bairro,Cartão Crédito,SEM_CUPOM,0.0,Concluída
1304,2025-11-30,512,Online,E-commerce,Cartão Débito,SEM_CUPOM,40.19,Concluída
1305,2025-03-28,1491,Online,E-commerce,Cartão Crédito,SEM_CUPOM,43.4,Concluída
1306,2025-06-09,1185,Online,E-commerce,Dinheiro,SEM_CUPOM,59.98,Concluída
1307,2025-07-16,653,Presencial,Loja 01 - Centro,PIX,PROMO10,0.0,Concluída
1308,2025-05-31,1149,Online,E-commerce,Dinheiro,SEM_CUPOM,50.77,Concluída
1309,2025-05-24,865,Online,E-commerce,Cartão Crédito,SEM_CUPOM,48.03,Concluída
1310,2025-08-19,744,Online,E-commerce,Cartão Crédito,SEM_CUPOM,56.42,Concluída
1311,2025-05-07,1379,Online,E-commerce,PIX,SEM_CUPOM,59.44,Concluída
1312,2026-01-15,882,Presencial,Loja 02 - Shopping,PIX,SEM_CUPOM,0.0,Concluída
1313,2025-03-10,725,Presencial,Loja 01 - Centro,Cartão Crédito,PROMO10,0.0,Devolvida
1314,2025-05-30,850,Presencial,Loja 02 - Shopping,Dinheiro,SEM_CUPOM,0.0,Concluída
1315,2025-11-21,1172,Presencial,Loja 03 - Bairro,Cartão Débito,PROMO10,0.0,Concluída
1316,2025-07-02,1113,Presencial,Loja 03 - Bairro,PIX,SEM_CUPOM,0.0,Concluída
1317,2025-09-28,823,Online,E-commerce,Cartão Crédito,FRETEGRATIS,54.56,Concluída
1318,2025-09-06,266,Presencial,Loja 01 - Centro,Cartão Crédito,SEM_CUPOM,0.0,Concluída
1319,2025-05-08,956,Presencial,Loja 03 - Bairro,Boleto,SEM_CUPOM,0.0,Concluída
1320,2025-10-13,646,Presencial,Loja 01 - Centro,Cartão Débito,SEM_CUPOM,0.0,Concluída
1321,2025-04-02,1399,Online,E-commerce,PIX,PROMO10,39.91,Concluída
1322,2025-10-15,1363,Online,E-commerce,PIX,SEM_CUPOM,54.8,Concluída
1323,2025-02-19,2,Presencial,Loja 02 - Shopping,PIX,SEM_CUPOM,0.0,Cancelada
1324,2025-09-24,1499,Online,E-commerce,Cartão Crédito,SEM_CUPOM,21.22,Concluída
1325,2025-02-13,1352,Online,E-commerce,PIX,SEM_CUPOM,61.88,Concluída
1326,2025-11-30,1361,Online,E-commerce,PIX,SEM_CUPOM,11.28,Concluída
1327,2025-08-29,747,Online,E-commerce,Boleto,BLACK15,14.9,Concluída
1328,2025-01-16,406,Online,E-commerce,Cartão Crédito,SEM_CUPOM,10.3,Concluída
1329,2025-02-11,911,Online,E-commerce,Dinheiro,SEM_CUPOM,50.51,Concluída
1330,2025-03-13,1325,Presencial,Loja 03 - Bairro,Cartão Débito,PROMO10,0.0,Concluída
1331,2026-01-04,676,Online,E-commerce,PIX,SEM_CUPOM,28.24,Concluída
1332,2025-08-15,1479,Presencial,Loja 01 - Centro,PIX,SEM_CUPOM,0.0,Concluída
1333,2025-04-18,392,Presencial,Loja 01 - Centro,Cartão Crédito,SEM_CUPOM,0.0,Concluída
1334,2025-04-17,1280,Online,E-commerce,Cartão Débito,PROMO10,47.97,Concluída
1335,2025-01-10,100,Online,E-commerce,Cartão Crédito,SEM_CUPOM,33.15,Concluída
1336,2025-03-20,1260,Online,E-commerce,Dinheiro,SEM_CUPOM,26.21,Devolvida
1337,2025-11-25,1418,Online,E-commerce,Cartão Débito,SEM_CUPOM,58.26,Concluída
1338,2025-08-18,1054,Online,E-commerce,Cartão Crédito,SEM_CUPOM,28.09,Concluída
1339,2025-05-22,936,Presencial,Loja 03 - Bairro,PIX,SEM_CUPOM,0.0,Devolvida
1340,2025-01-09,618,Online,E-commerce,Cartão Crédito,SEM_CUPOM,40.2,Cancelada
1341,2025-05-12,1311,Presencial,Loja 02 - Shopping,Cartão Crédito,SEM_CUPOM,0.0,Concluída
1342,2025-05-28,190,Presencial,Loja 01 - Centro,PIX,SEM_CUPOM,0.0,Concluída
1343,2025-02-15,437,Presencial,Loja 02 - Shopping,Boleto,PROMO10,0.0,Concluída
1344,2025-08-22,197,Online,E-commerce,Cartão Crédito,SEM_CUPOM,55.81,Concluída
1345,2025-09-11,417,Online,E-commerce,PIX,PROMO10,13.82,Concluída
1346,2026-01-19,785,Online,E-commerce,Cartão Débito,SEM_CUPOM,26.18,Concluída
1347,2025-05-18,504,Presencial,Loja 01 - Centro,Cartão Crédito,SEM_CUPOM,0.0,Concluída
1348,2025-04-16,631,Online,E-commerce,PIX,PROMO10,9.42,Concluída
1349,2025-11-13,347,Online,E-commerce,Cartão Crédito,SEM_CUPOM,35.27,Concluída
1350,2025-05-15,530,Online,E-commerce,Cartão Débito,SEM_CUPOM,51.32,Concluída
1351,2025-08-31,747,Presencial,Loja 02 - Shopping,Cartão Crédito,SEM_CUPOM,0.0,Concluída
1352,2025-10-11,321,Online,E-commerce,PIX,SEM_CUPOM,3.58,Concluída
1353,2025-12-04,1405,Online,E-commerce,Cartão Débito,SEM_CUPOM,3.92,Concluída
1354,2025-05-03,1346,Presencial,Loja 03 - Bairro,Cartão Débito,SEM_CUPOM,0.0,Concluída
1355,2025-08-28,1315,Presencial,Loja 01 - Centro,PIX,FRETEGRATIS,0.0,Cancelada
1356,2025-02-20,3,Presencial,Loja 02 - Shopping,PIX,FRETEGRATIS,0.0,Cancelada
1357,2025-10-27,743,Presencial,Loja 03 - Bairro,Cartão Débito,BLACK15,0.0,Concluída
1358,2025-01-18,1193,Presencial,Loja 01 - Centro,PIX,SEM_CUPOM,0.0,Concluída
1359,2025-09-25,524,Online,E-commerce,Dinheiro,PROMO10,48.18,Concluída
1360,2025-03-22,348,Online,E-commerce,PIX,PROMO10,46.12,Concluída
1361,2025-06-27,918,Online,E-commerce,Cartão Débito,SEM_CUPOM,26.14,Concluída
1362,2025-01-30,4,Presencial,Loja 03 - Bairro,Dinheiro,SEM_CUPOM,0.0,Concluída
1363,2025-09-22,919,Presencial,Loja 01 - Centro,Cartão Crédito,SEM_CUPOM,0.0,Concluída
1364,2025-07-05,678,Online,E-commerce,Cartão Crédito,FRETEGRATIS,23.45,Concluída
1365,2025-09-12,1026,Online,E-commerce,PIX,SEM_CUPOM,18.33,Concluída
1366,2025-05-14,1025,Online,E-commerce,Cartão Débito,SEM_CUPOM,4.01,Concluída
1367,2025-01-03,804,Online,E-commerce,Dinheiro,SEM_CUPOM,33.38,Concluída
1368,2025-08-12,876,Online,E-commerce,Dinheiro,FRETEGRATIS,40.04,Concluída
1369,2025-09-26,41,Online,E-commerce,Cartão Crédito,SEM_CUPOM,56.25,Concluída
1370,2025-09-13,1472,Online,E-commerce,Boleto,FRETEGRATIS,35.22,Concluída
1371,2025-04-11,115,Presencial,Loja 02 - Shopping,Boleto,SEM_CUPOM,0.0,Concluída
1372,2025-10-03,1465,Presencial,Loja 02 - Shopping,Cartão Crédito,BLACK15,0.0,Cancelada
1373,2025-07-28,1461,Online,E-commerce,Boleto,SEM_CUPOM,9.88,Concluída
1374,2025-03-22,1077,Presencial,Loja 02 - Shopping,PIX,SEM_CUPOM,0.0,Cancelada
1375,2025-02-12,1120,Presencial,Loja 01 - Centro,Dinheiro,BLACK15,0.0,Concluída
1376,2025-05-05,45,Presencial,Loja 02 - Shopping,Boleto,SEM_CUPOM,0.0,Concluída
1377,2025-01-09,1423,Online,E-commerce,Cartão Crédito,SEM_CUPOM,20.03,Concluída
1378,2025-10-02,793,Presencial,Loja 01 - Centro,Cartão Crédito,SEM_CUPOM,0.0,Concluída
1379,2025-01-06,510,Online,E-commerce,Dinheiro,PROMO10,51.03,Concluída
1380,2025-01-19,1005,Online,E-commerce,PIX,SEM_CUPOM,40.18,Concluída
1381,2025-03-02,803,Online,E-commerce,Cartão Crédito,SEM_CUPOM,50.12,Concluída
1382,2025-05-06,543,Presencial,Loja 03 - Bairro,Cartão Crédito,SEM_CUPOM,0.0,Concluída
1383,2025-01-08,483,Online,E-commerce,Cartão Crédito,BLACK15,26.88,Concluída
1384,2025-08-30,178,Online,E-commerce,PIX,BLACK15,4.39,Concluída
1385,2025-02-20,1364,Presencial,Loja 01 - Centro,PIX,PROMO10,0.0,Concluída
1386,2025-11-05,999,Online,E-commerce,Dinheiro,FRETEGRATIS,57.99,Concluída
1387,2025-08-03,432,Presencial,Loja 01 - Centro,Boleto,SEM_CUPOM,0.0,Concluída
1388,2025-02-02,1085,Online,E-commerce,Boleto,SEM_CUPOM,22.7,Concluída
1389,2025-06-03,1041,Online,E-commerce,Cartão Crédito,SEM_CUPOM,5.42,Concluída
1390,2025-02-23,210,Presencial,Loja 02 - Shopping,Cartão Débito,PROMO10,0.0,Concluída
1391,2026-01-12,263,Online,E-commerce,Cartão Crédito,SEM_CUPOM,38.15,Concluída
1392,2025-08-16,347,Presencial,Loja 03 - Bairro,Cartão Débito,SEM_CUPOM,0.0,Concluída
1393,2025-11-07,158,Online,E-commerce,Boleto,SEM_CUPOM,48.36,Concluída
1394,2025-05-24,1235,Online,E-commerce,PIX,CLIENTEVIP,31.07,Concluída
1395,2025-02-26,234,Presencial,Loja 02 - Shopping,Dinheiro,SEM_CUPOM,0.0,Concluída
1396,2025-04-01,1218,Online,E-commerce,Dinheiro,SEM_CUPOM,39.9,Concluída
1397,2025-06-10,795,Online,E-commerce,Cartão Crédito,SEM_CUPOM,27.12,Concluída
1398,2025-10-23,176,Presencial,Loja 03 - Bairro,Dinheiro,SEM_CUPOM,0.0,Cancelada
1399,2025-06-15,1267,Online,E-commerce,Boleto,SEM_CUPOM,52.89,Concluída
1400,2025-12-23,261,Presencial,Loja 01 - Centro,PIX,SEM_CUPOM,0.0,Concluída
1401,2025-05-20,1499,Presencial,Loja 01 - Centro,PIX,SEM_CUPOM,0.0,Concluída
1402,2025-03-31,22,Presencial,Loja 03 - Bairro,Cartão Débito,SEM_CUPOM,0.0,Concluída
1403,2025-07-10,935,Presencial,Loja 03 - Bairro,Boleto,SEM_CUPOM,0.0,Concluída
1404,2025-02-12,471,Presencial,Loja 02 - Shopping,PIX,BLACK15,0.0,Concluída
1405,2025-09-15,801,Presencial,Loja 01 - Centro,Cartão Crédito,PROMO10,0.0,Concluída
1406,2025-02-08,1260,Online,E-commerce,Cartão Crédito,SEM_CUPOM,50.94,Concluída
1407,2025-09-04,1181,Presencial,Loja 03 - Bairro,Cartão Crédito,SEM_CUPOM,0.0,Concluída
1408,2025-05-27,423,Online,E-commerce,PIX,SEM_CUPOM,46.8,Concluída
1409,2025-05-18,96,Presencial,Loja 03 - Bairro,PIX,SEM_CUPOM,0.0,Concluída
1410,2025-08-23,426,Presencial,Loja 01 - Centro,Boleto,SEM_CUPOM,0.0,Cancelada
1411,2025-09-28,1215,Online,E-commerce,PIX,SEM_CUPOM,1.29,Concluída
1412,2025-12-23,774,Presencial,Loja 01 - Centro,Cartão Débito,SEM_CUPOM,0.0,Concluída
1413,2025-04-22,1138,Presencial,Loja 01 - Centro,Cartão Débito,SEM_CUPOM,0.0,Concluída
1414,2025-11-08,743,Online,E-commerce,Dinheiro,SEM_CUPOM,33.56,Concluída
1415,2025-11-17,795,Presencial,Loja 02 - Shopping,Dinheiro,SEM_CUPOM,0.0,Concluída
1416,2026-01-18,98,Presencial,Loja 01 - Centro,Dinheiro,SEM_CUPOM,0.0,Concluída
1417,2026-01-06,35,Online,E-commerce,Cartão Crédito,SEM_CUPOM,51.05,Concluída
1418,2025-10-31,1056,Presencial,Loja 01 - Centro,PIX,SEM_CUPOM,0.0,Concluída
1419,2025-04-24,304,Online,E-commerce,PIX,SEM_CUPOM,15.92,Concluída
1420,2025-09-24,542,Presencial,Loja 01 - Centro,Cartão Crédito,SEM_CUPOM,0.0,Concluída
1421,2025-10-29,555,Presencial,Loja 03 - Bairro,PIX,SEM_CUPOM,0.0,Concluída
1422,2025-04-22,950,Presencial,Loja 01 - Centro,PIX,FRETEGRATIS,0.0,Concluída
1423,2025-11-09,1412,Presencial,Loja 03 - Bairro,Cartão Crédito,SEM_CUPOM,0.0,Concluída
1424,2025-09-27,1137,Online,E-commerce,Cartão Crédito,SEM_CUPOM,16.85,Concluída
1425,2025-07-08,958,Online,E-commerce,Cartão Crédito,PROMO10,58.78,Concluída
