data,funcionario_id,status,horas_trabalhadas,horas_extras,remoto
2025-10-15,509,FÉRIAS,0.0,0.0,0
2025-10-15,331,PRESENTE,7.56,0.0,0
2025-10-15,264,PRESENTE,7.81,0.51,1
2025-10-15,156,PRESENTE,8.09,0.3,0
2025-10-15,322,PRESENTE,7.89,0.0,0
2025-10-15,130,ATRASO,6.36,0.0,0
2025-10-15,543,FALTA,0.0,0.0,0
2025-10-15,591,PRESENTE,8.42,0.33,0
2025-10-15,397,PRESENTE,8.31,0.7,0
2025-10-15,315,PRESENTE,7.42,0.72,0
2025-10-15,330,PRESENTE,8.23,0.0,0
2025-10-15,179,PRESENTE,8.32,0.39,1
2025-10-15,369,ATRASO,7.89,0.43,0
2025-10-15,556,FÉRIAS,0.0,0.0,0
2025-10-15,444,PRESENTE,8.38,1.55,0
2025-10-15,555,ATESTADO,0.0,0.0,1
2025-10-15,100,PRESENTE,8.41,0.46,1
2025-10-15,634,PRESENTE,7.67,0.34,0
2025-10-15,173,PRESENTE,8.02,0.8,0
2025-10-15,618,FALTA,0.0,0.0,1
2025-10-15,367,FÉRIAS,0.0,0.0,1
2025-10-15,590,PRESENTE,8.17,0.0,0
2025-10-15,181,ATRASO,7.5,0.38,0
2025-10-15,15,PRESENTE,8.25,0.22,0
2025-10-15,576,PRESENTE,7.83,0.0,0
2025-10-15,500,PRESENTE,7.82,1.19,0
2025-10-15,167,ATRASO,7.43,0.0,1
2025-10-15,306,PRESENTE,7.88,0.29,0
2025-10-15,95,PRESENTE,7.76,1.23,0
2025-10-15,416,PRESENTE,7.42,0.0,0
2025-10-15,45,PRESENTE,8.03,0.0,0
2025-10-15,180,PRESENTE,7.87,0.14,0
2025-10-15,629,PRESENTE,8.13,0.5,0
2025-10-15,40,PRESENTE,8.29,0.26,0
2025-10-15,65,PRESENTE,8.18,0.0,0
2025-10-15,253,PRESENTE,8.39,0.0,0
2025-10-15,280,PRESENTE,8.09,0.85,0
2025-10-15,365,ATRASO,7.7,0.21,0
2025-10-15,171,PRESENTE,8.57,0.5,1
2025-10-15,18,PRESENTE,8.58,0.72,0
2025-10-15,558,PRESENTE,7.88,0.0,0
2025-10-15,240,PRESENTE,7.9,0.65,1
2025-10-15,148,PRESENTE,7.81,1.04,0
2025-10-15,9,PRESENTE,8.66,0.47,0
2025-10-15,549,PRESENTE,8.35,0.03,0
2025-10-15,11,PRESENTE,7.88,0.66,0
2025-10-15,410,PRESENTE,8.22,0.11,0
2025-10-15,459,PRESENTE,8.13,0.0,0
2025-10-15,389,PRESENTE,8.53,0.88,1
2025-10-15,326,PRESENTE,8.09,0.0,0
2025-10-15,421,PRESENTE,7.99,0.0,0
2025-10-15,498,PRESENTE,7.89,0.0,0
2025-10-15,450,PRESENTE,7.71,0.0,1
2025-10-15,48,FÉRIAS,0.0,0.0,0
2025-10-15,16,PRESENTE,7.88,0.42,1
2025-10-15,551,PRESENTE,8.25,0.33,0
2025-10-15,504,PRESENTE,7.82,0.46,0
2025-10-15,641,PRESENTE,8.42,1.02,0
2025-10-15,414,PRESENTE,7.19,0.73,0
2025-10-15,349,PRESENTE,8.15,0.0,0
2025-10-15,424,ATRASO,6.29,0.35,0
2025-10-15,600,PRESENTE,7.87,0.53,1
2025-10-15,54,PRESENTE,7.67,0.23,0
2025-10-15,478,PRESENTE,7.93,0.55,0
2025-10-15,409,PRESENTE,8.5,0.0,0
2025-10-15,522,ATRASO,7.15,0.0,0
2025-10-15,597,PRESENTE,7.67,0.36,1
2025-10-15,285,PRESENTE,7.77,0.0,0
2025-10-15,312,PRESENTE,7.8,0.0,0
2025-10-15,144,PRESENTE,8.33,0.47,0
2025-10-15,175,PRESENTE,8.24,0.0,0
2025-10-15,394,PRESENTE,7.55,0.43,0
2025-10-15,258,PRESENTE,7.96,1.2,0
2025-10-15,283,PRESENTE,8.16,0.14,1
2025-10-15,249,PRESENTE,7.65,0.44,0
2025-10-15,476,PRESENTE,7.91,0.54,1
2025-10-15,638,PRESENTE,7.65,0.0,0
2025-10-15,599,PRESENTE,8.93,0.65,1
2025-10-15,263,PRESENTE,8.39,0.0,0
2025-10-15,495,PRESENTE,7.05,0.04,0
2025-10-15,22,PRESENTE,9.02,0.94,0
2025-10-15,198,PRESENTE,8.13,0.89,0
2025-10-15,493,PRESENTE,8.13,0.66,1
2025-10-15,163,PRESENTE,8.25,0.15,0
2025-10-15,50,PRESENTE,8.49,0.97,0
2025-10-15,78,PRESENTE,7.86,0.92,0
2025-10-15,273,PRESENTE,8.12,0.0,0
2025-10-15,585,PRESENTE,7.33,0.89,0
2025-10-15,238,PRESENTE,7.76,0.0,1
2025-10-15,372,PRESENTE,8.03,0.0,0
2025-10-15,307,PRESENTE,7.97,0.99,1
2025-10-15,411,PRESENTE,7.88,0.48,1
2025-10-15,572,PRESENTE,8.34,0.6,0
2025-10-15,187,PRESENTE,8.14,0.4,0
2025-10-15,610,PRESENTE,8.52,0.1,0
2025-10-15,328,PRESENTE,7.11,1.36,1
2025-10-15,110,PRESENTE,8.63,0.72,0
2025-10-15,584,PRESENTE,8.78,0.49,0
2025-10-15,272,PRESENTE,6.89,0.15,1
2025-10-15,266,PRESENTE,8.26,0.13,0
2025-10-15,336,FÉRIAS,0.0,0.0,0
2025-10-15,199,PRESENTE,7.8,0.88,1
2025-10-15,616,PRESENTE,8.43,0.9,0
2025-10-15,47,PRESENTE,7.36,0.0,1
2025-10-15,396,PRESENTE,8.16,0.48,0
2025-10-15,368,FALTA,0.0,0.0,1
2025-10-15,550,PRESENTE,8.29,0.7,1
2025-10-15,364,PRESENTE,8.05,0.0,1
2025-10-15,56,PRESENTE,9.04,1.02,0
2025-10-15,6,ATRASO,8.23,0.0,0
2025-10-15,580,PRESENTE,8.07,0.6,0
2025-10-15,321,PRESENTE,7.58,0.0,0
2025-10-15,68,PRESENTE,7.79,0.92,0
2025-10-15,554,PRESENTE,7.82,0.22,0
2025-10-15,582,PRESENTE,8.2,0.81,0
2025-10-15,329,FÉRIAS,0.0,0.0,0
2025-10-15,169,PRESENTE,7.84,0.14,0
2025-10-15,152,PRESENTE,8.26,0.24,0
2025-10-15,292,PRESENTE,7.83,0.88,1
2025-10-15,602,PRESENTE,8.21,0.0,1
2025-10-15,282,PRESENTE,7.66,0.06,0
2025-10-15,544,PRESENTE,7.82,0.0,0
2025-10-15,97,PRESENTE,7.68,0.51,0
2025-10-15,131,PRESENTE,8.17,0.83,1
2025-10-15,486,PRESENTE,8.44,0.93,0
2025-10-15,20,PRESENTE,7.85,0.47,0
2025-10-15,96,FÉRIAS,0.0,0.0,0
2025-10-15,314,PRESENTE,7.79,0.12,1
2025-10-15,168,PRESENTE,7.42,0.85,0
2025-10-15,271,FALTA,0.0,0.0,1
2025-10-15,595,ATRASO,7.3,0.0,0
2025-10-15,277,PRESENTE,8.54,0.0,0
2025-10-15,276,PRESENTE,7.45,0.35,0
2025-10-15,451,PRESENTE,8.18,0.37,1
2025-10-15,252,PRESENTE,8.52,0.68,1
2025-10-15,390,PRESENTE,8.08,0.81,1
2025-10-15,429,PRESENTE,7.83,0.38,0
2025-10-15,66,PRESENTE,8.15,0.44,0
2025-10-15,589,PRESENTE,8.05,1.31,0
2025-10-15,562,FÉRIAS,0.0,0.0,0
2025-10-15,209,PRESENTE,8.04,0.46,0
2025-10-15,378,PRESENTE,8.14,0.3,1
2025-10-15,191,PRESENTE,8.19,0.13,0
2025-10-15,135,PRESENTE,8.3,0.0,0
2025-10-15,526,ATRASO,6.63,0.29,1
2025-10-15,284,PRESENTE,8.14,0.0,1
2025-10-15,446,PRESENTE,7.81,0.0,1
2025-10-15,31,PRESENTE,8.14,0.0,0
2025-10-15,631,FÉRIAS,0.0,0.0,0
2025-10-15,138,PRESENTE,7.51,1.39,0
2025-10-15,539,PRESENTE,8.02,0.0,0
2025-10-15,490,ATRASO,6.4,0.27,0
2025-10-15,491,PRESENTE,8.05,0.0,0
2025-10-15,57,PRESENTE,8.46,0.41,0
2025-10-15,124,PRESENTE,8.43,0.0,0
2025-10-15,598,PRESENTE,8.07,0.67,0
2025-10-15,538,PRESENTE,7.41,0.44,0
2025-10-15,226,PRESENTE,8.31,0.0,0
2025-10-15,340,PRESENTE,8.42,0.05,1
2025-10-15,557,PRESENTE,8.66,0.37,1
2025-10-15,222,ATESTADO,0.0,0.0,0
2025-10-15,71,PRESENTE,7.37,0.77,0
2025-10-15,5,PRESENTE,7.89,0.46,1
2025-10-15,10,PRESENTE,7.75,0.54,0
2025-10-15,255,PRESENTE,7.9,0.37,0
2025-10-15,568,PRESENTE,8.25,0.05,0
2025-10-15,430,PRESENTE,7.66,0.71,0
2025-10-15,405,ATESTADO,0.0,0.0,0
2025-10-15,337,PRESENTE,8.15,0.39,0
2025-10-15,219,PRESENTE,8.82,0.75,0
2025-10-15,466,PRESENTE,7.73,1.11,0
2025-10-15,637,PRESENTE,8.31,0.0,0
2025-10-15,627,ATRASO,6.45,0.2,0
2025-10-15,395,PRESENTE,8.1,0.26,0
2025-10-15,404,PRESENTE,8.32,0.26,1
2025-10-15,422,PRESENTE,7.75,0.0,0
2025-10-15,186,PRESENTE,8.32,0.0,0
2025-10-15,149,PRESENTE,7.42,0.97,1
2025-10-15,426,FÉRIAS,0.0,0.0,0
2025-10-15,560,PRESENTE,7.92,1.0,0
2025-10-15,344,PRESENTE,7.89,0.8,1
2025-10-15,432,ATRASO,7.1,0.0,0
2025-10-15,237,FALTA,0.0,0.0,0
2025-10-15,208,PRESENTE,8.49,0.13,1
2025-10-15,523,PRESENTE,7.87,0.0,1
2025-10-15,79,PRESENTE,8.43,0.28,0
2025-10-15,116,PRESENTE,8.05,0.0,0
2025-10-15,221,ATRASO,7.57,0.66,0
2025-10-16,383,FÉRIAS,0.0,0.0,1
2025-10-16,471,PRESENTE,8.26,0.0,0
2025-10-16,137,ATRASO,6.65,0.0,0
2025-10-16,81,PRESENTE,7.9,0.66,0
2025-10-16,181,PRESENTE,7.41,1.03,0
2025-10-16,336,PRESENTE,8.73,0.6,0
2025-10-16,279,PRESENTE,8.47,0.0,0
2025-10-16,376,PRESENTE,7.78,0.35,1
2025-10-16,489,PRESENTE,8.3,0.0,1
2025-10-16,132,PRESENTE,8.45,0.79,1
2025-10-16,230,PRESENTE,7.83,0.82,0
2025-10-16,27,ATESTADO,0.0,0.0,0
2025-10-16,551,PRESENTE,7.94,0.21,0
2025-10-16,310,FALTA,0.0,0.0,0
2025-10-16,224,PRESENTE,7.81,0.84,0
2025-10-16,208,PRESENTE,7.74,0.99,0
2025-10-16,269,PRESENTE,7.42,0.0,1
2025-10-16,446,ATRASO,5.91,0.43,0
2025-10-16,15,PRESENTE,7.41,0.0,1
2025-10-16,1,PRESENTE,8.57,0.15,0
2025-10-16,501,PRESENTE,7.42,0.5,0
2025-10-16,164,PRESENTE,7.52,0.87,1
2025-10-16,637,PRESENTE,8.18,0.87,0
2025-10-16,580,PRESENTE,7.89,0.31,0
2025-10-16,57,PRESENTE,9.41,0.08,0
2025-10-16,517,FÉRIAS,0.0,0.0,0
2025-10-16,436,ATESTADO,0.0,0.0,0
2025-10-16,296,PRESENTE,8.02,0.3,1
2025-10-16,591,PRESENTE,8.02,0.81,0
2025-10-16,479,PRESENTE,7.62,0.25,0
2025-10-16,559,PRESENTE,7.57,0.32,0
2025-10-16,394,PRESENTE,7.78,0.25,0
2025-10-16,165,PRESENTE,7.94,0.37,0
2025-10-16,207,PRESENTE,8.58,1.07,0
2025-10-16,282,PRESENTE,7.51,1.18,0
2025-10-16,97,PRESENTE,7.8,0.66,0
2025-10-16,83,PRESENTE,8.06,0.0,0
2025-10-16,356,PRESENTE,7.84,0.12,0
2025-10-16,292,PRESENTE,7.34,0.0,0
2025-10-16,9,PRESENTE,7.35,1.21,0
2025-10-16,454,PRESENTE,7.48,0.96,0
2025-10-16,23,PRESENTE,6.93,1.07,0
2025-10-16,3,PRESENTE,7.39,0.7,0
2025-10-16,444,FALTA,0.0,0.0,0
2025-10-16,86,PRESENTE,7.66,0.0,0
2025-10-16,319,PRESENTE,7.71,0.63,0
2025-10-16,442,PRESENTE,8.24,0.0,0
2025-10-16,623,PRESENTE,8.42,0.53,1
2025-10-16,390,PRESENTE,7.77,1.18,0
2025-10-16,228,PRESENTE,7.6,0.76,1
2025-10-16,534,ATESTADO,0.0,0.0,0
2025-10-16,351,PRESENTE,8.02,0.7,0
2025-10-16,140,PRESENTE,8.62,0.79,0
2025-10-16,416,PRESENTE,8.37,0.37,0
2025-10-16,189,PRESENTE,7.82,0.91,0
2025-10-16,440,PRESENTE,8.46,0.45,0
2025-10-16,257,PRESENTE,8.49,0.05,0
2025-10-16,312,PRESENTE,7.8,0.0,0
2025-10-16,162,ATESTADO,0.0,0.0,0
2025-10-16,218,PRESENTE,7.84,0.43,0
2025-10-16,581,PRESENTE,7.77,0.44,0
2025-10-16,126,PRESENTE,7.58,0.41,0
2025-10-16,115,ATESTADO,0.0,0.0,1
2025-10-16,221,PRESENTE,8.18,0.77,0
2025-10-16,415,PRESENTE,8.62,1.09,0
2025-10-16,94,FÉRIAS,0.0,0.0,0
2025-10-16,293,PRESENTE,7.91,0.71,0
2025-10-16,309,ATESTADO,0.0,0.0,1
2025-10-16,458,PRESENTE,8.16,0.82,0
2025-10-16,170,PRESENTE,8.11,0.64,0
2025-10-16,89,PRESENTE,9.09,0.0,1
2025-10-16,378,PRESENTE,8.54,0.0,0
2025-10-16,544,PRESENTE,7.68,0.37,0
2025-10-16,150,PRESENTE,8.0,0.08,0
2025-10-16,405,PRESENTE,7.87,0.3,0
2025-10-16,299,PRESENTE,8.36,0.55,0
2025-10-16,438,PRESENTE,8.13,0.53,0
2025-10-16,46,PRESENTE,7.97,0.36,0
2025-10-16,433,PRESENTE,8.94,1.02,1
2025-10-16,642,FALTA,0.0,0.0,0
2025-10-16,402,PRESENTE,8.2,0.59,0
2025-10-16,428,PRESENTE,7.41,0.28,1
2025-10-16,352,PRESENTE,8.16,1.07,0
2025-10-16,151,PRESENTE,8.4,0.0,0
2025-10-16,369,FALTA,0.0,0.0,0
2025-10-16,611,PRESENTE,7.92,0.0,0
2025-10-16,379,PRESENTE,8.23,0.0,1
2025-10-16,63,PRESENTE,8.09,0.35,0
2025-10-16,271,PRESENTE,7.87,0.83,0
2025-10-16,558,PRESENTE,8.41,0.07,0
2025-10-16,592,PRESENTE,7.66,0.9,0
2025-10-16,91,PRESENTE,8.31,0.11,1
2025-10-16,96,FALTA,0.0,0.0,0
2025-10-16,506,PRESENTE,8.08,1.11,0
2025-10-16,77,PRESENTE,7.65,0.27,0
2025-10-16,122,PRESENTE,7.53,0.48,0
2025-10-16,563,PRESENTE,7.58,0.12,0
2025-10-16,143,PRESENTE,8.53,0.18,0
2025-10-16,360,PRESENTE,8.19,0.0,0
2025-10-16,470,ATRASO,6.22,0.22,0
2025-10-16,147,PRESENTE,7.47,0.25,0
2025-10-16,45,ATESTADO,0.0,0.0,1
2025-10-16,370,PRESENTE,7.1,0.22,0
2025-10-16,423,PRESENTE,8.17,0.42,1
2025-10-16,266,PRESENTE,8.92,0.46,0
2025-10-16,510,PRESENTE,8.09,0.57,0
2025-10-16,214,PRESENTE,7.59,0.0,0
2025-10-16,308,PRESENTE,8.18,0.26,0
2025-10-16,626,PRESENTE,7.39,0.65,1
2025-10-16,578,PRESENTE,8.55,0.41,1
2025-10-16,21,PRESENTE,8.18,0.1,0
2025-10-16,51,PRESENTE,8.41,1.0,0
2025-10-16,239,PRESENTE,7.88,0.0,0
2025-10-16,67,PRESENTE,7.88,0.58,0
2025-10-16,572,PRESENTE,7.66,0.0,0
2025-10-16,177,PRESENTE,8.2,0.0,0
2025-10-16,459,PRESENTE,7.89,0.02,0
2025-10-16,32,PRESENTE,7.88,0.0,0
2025-10-16,341,PRESENTE,7.22,0.0,0
2025-10-16,531,PRESENTE,7.27,0.0,0
2025-10-16,615,PRESENTE,8.82,0.44,0
2025-10-16,481,PRESENTE,8.4,0.32,0
2025-10-16,173,PRESENTE,8.57,0.48,0
2025-10-16,14,PRESENTE,7.97,0.45,0
2025-10-16,349,PRESENTE,7.57,0.12,1
2025-10-16,238,PRESENTE,7.9,0.08,1
2025-10-16,618,PRESENTE,7.67,0.63,0
2025-10-16,639,PRESENTE,7.88,0.0,0
2025-10-16,267,ATRASO,6.67,0.58,0
2025-10-16,261,PRESENTE,7.32,0.0,0
2025-10-16,318,PRESENTE,7.89,0.12,0
2025-10-16,601,PRESENTE,7.99,0.11,0
2025-10-16,631,PRESENTE,7.73,0.51,0
2025-10-16,524,PRESENTE,7.95,0.25,0
2025-10-16,149,PRESENTE,8.07,0.0,1
2025-10-16,554,PRESENTE,8.51,0.0,0
2025-10-16,614,PRESENTE,8.22,0.0,0
2025-10-16,503,PRESENTE,7.75,0.22,0
2025-10-16,141,FÉRIAS,0.0,0.0,0
2025-10-16,184,ATRASO,8.14,0.0,0
2025-10-16,404,PRESENTE,7.62,0.45,0
2025-10-16,584,PRESENTE,7.79,0.67,1
2025-10-16,168,PRESENTE,7.45,0.17,1
2025-10-16,286,ATESTADO,0.0,0.0,0
2025-10-16,443,PRESENTE,7.7,0.0,1
2025-10-16,345,PRESENTE,8.29,0.76,0
2025-10-16,468,PRESENTE,7.79,0.7,0
2025-10-16,420,PRESENTE,8.54,0.0,0
2025-10-16,411,PRESENTE,7.76,0.0,0
2025-10-16,236,PRESENTE,8.01,0.0,1
2025-10-16,134,FALTA,0.0,0.0,0
2025-10-16,256,ATRASO,7.79,0.0,0
2025-10-16,62,PRESENTE,8.28,0.64,0
2025-10-16,176,PRESENTE,8.17,0.2,0
2025-10-16,374,PRESENTE,8.14,0.0,0
2025-10-16,272,PRESENTE,8.01,0.43,0
2025-10-16,316,PRESENTE,7.9,0.49,0
2025-10-16,609,PRESENTE,7.51,0.92,0
2025-10-16,95,PRESENTE,8.31,0.77,1
2025-10-16,616,PRESENTE,7.53,0.0,0
2025-10-16,75,FALTA,0.0,0.0,0
2025-10-16,178,PRESENTE,7.76,0.82,1
2025-10-16,304,PRESENTE,8.38,0.07,0
2025-10-16,145,PRESENTE,8.03,0.7,0
2025-10-16,636,PRESENTE,7.93,0.0,0
2025-10-16,452,PRESENTE,7.27,0.77,1
2025-10-16,598,PRESENTE,8.9,0.26,1
2025-10-16,110,PRESENTE,8.08,0.3,0
2025-10-16,397,PRESENTE,6.98,1.05,0
2025-10-16,608,PRESENTE,7.68,0.17,0
2025-10-16,478,PRESENTE,7.45,1.04,0
2025-10-16,129,PRESENTE,7.94,0.83,1
2025-10-16,182,PRESENTE,8.0,0.68,1
2025-10-16,79,PRESENTE,8.13,0.81,1
2025-10-16,553,PRESENTE,7.31,0.0,1
2025-10-16,347,PRESENTE,9.14,0.42,1
2025-10-16,278,PRESENTE,8.49,0.29,0
2025-10-16,457,ATESTADO,0.0,0.0,0
2025-10-16,136,PRESENTE,8.12,0.0,1
2025-10-16,461,PRESENTE,7.4,0.0,1
2025-10-16,575,PRESENTE,7.55,0.44,0
2025-10-16,649,PRESENTE,7.59,0.12,1
2025-10-16,464,PRESENTE,7.49,0.53,0
2025-10-16,346,ATRASO,7.05,0.0,0
2025-10-16,421,PRESENTE,7.5,0.12,0
2025-10-16,363,PRESENTE,8.57,0.72,1
2025-10-16,71,ATRASO,6.96,0.08,0
2025-10-16,244,PRESENTE,8.73,0.49,0
2025-10-16,599,PRESENTE,7.67,0.0,1
2025-10-16,307,PRESENTE,8.13,0.35,1
2025-10-16,327,PRESENTE,8.69,0.0,1
2025-10-16,93,PRESENTE,7.78,0.36,1
2025-10-16,447,PRESENTE,7.44,0.91,1
2025-10-16,35,ATESTADO,0.0,0.0,0
2025-10-16,540,PRESENTE,8.03,0.0,1
2025-10-16,284,PRESENTE,7.64,0.62,1
2025-10-16,589,PRESENTE,7.46,0.27,0
2025-10-16,12,PRESENTE,8.15,0.0,0
2025-10-16,448,PRESENTE,7.26,0.2,1
2025-10-16,201,PRESENTE,8.49,1.29,0
2025-10-16,298,PRESENTE,7.14,0.0,0
2025-10-16,335,PRESENTE,7.7,0.28,0
2025-10-16,354,PRESENTE,8.11,0.19,0
2025-10-16,120,PRESENTE,8.12,0.0,0
2025-10-16,593,FALTA,0.0,0.0,0
2025-10-16,166,PRESENTE,8.02,0.5,0
2025-10-16,233,PRESENTE,7.79,0.33,0
2025-10-16,169,PRESENTE,8.29,0.58,0
2025-10-16,613,PRESENTE,8.41,0.0,1
2025-10-16,333,PRESENTE,7.24,0.51,0
2025-10-16,325,PRESENTE,8.32,0.31,0
2025-10-16,28,PRESENTE,7.46,0.22,1
2025-10-16,422,PRESENTE,7.12,0.65,0
2025-10-16,373,PRESENTE,8.26,0.5,0
2025-10-16,474,PRESENTE,8.51,1.34,0
2025-10-16,204,ATRASO,7.5,0.25,1
2025-10-16,254,PRESENTE,7.86,0.06,0
2025-10-16,61,PRESENTE,7.76,0.48,0
2025-10-16,375,PRESENTE,8.68,0.0,1
2025-10-16,16,PRESENTE,8.59,0.0,1
2025-10-16,600,FALTA,0.0,0.0,0
2025-10-16,317,PRESENTE,8.21,0.32,0
2025-10-16,104,PRESENTE,7.91,0.58,0
2025-10-16,216,PRESENTE,8.28,0.42,0
2025-10-16,622,PRESENTE,8.23,0.0,0
2025-10-16,131,PRESENTE,8.42,0.0,0
2025-10-16,527,PRESENTE,8.08,0.14,0
2025-10-16,160,ATESTADO,0.0,0.0,1
2025-10-16,362,PRESENTE,7.44,0.0,0
2025-10-16,313,PRESENTE,7.46,0.0,1
2025-10-16,295,PRESENTE,8.36,0.09,1
2025-10-16,487,ATRASO,8.15,0.0,0
2025-10-16,602,PRESENTE,8.38,0.58,0
2025-10-16,399,PRESENTE,8.23,0.39,0
2025-10-16,311,PRESENTE,7.61,0.09,0
2025-10-16,240,PRESENTE,7.9,0.0,0
2025-10-16,53,PRESENTE,8.24,0.08,0
2025-10-16,40,PRESENTE,8.78,1.06,0
2025-10-16,179,PRESENTE,7.95,0.06,1
2025-10-16,530,PRESENTE,8.76,0.14,0
2025-10-16,98,PRESENTE,8.48,0.79,0
2025-10-16,414,PRESENTE,7.78,0.0,1
2025-10-16,331,PRESENTE,8.09,0.0,1
2025-10-16,640,FÉRIAS,0.0,0.0,0
2025-10-16,449,PRESENTE,8.0,0.34,1
2025-10-16,118,PRESENTE,8.32,0.38,0
2025-10-16,114,PRESENTE,8.31,0.44,0
2025-10-16,4,PRESENTE,7.32,0.21,0
2025-10-16,72,PRESENTE,6.78,0.0,0
2025-10-16,223,PRESENTE,7.99,0.49,0
2025-10-16,52,PRESENTE,7.9,0.0,0
2025-10-16,455,PRESENTE,7.45,0.5,0
2025-10-16,431,PRESENTE,8.0,0.34,1
2025-10-16,514,PRESENTE,8.35,0.56,1
2025-10-16,92,PRESENTE,8.12,0.62,0
2025-10-16,523,PRESENTE,8.16,0.63,0
2025-10-16,525,PRESENTE,7.9,0.41,0
2025-10-16,123,ATRASO,6.37,0.14,0
2025-10-16,604,PRESENTE,7.98,0.07,1
2025-10-16,612,PRESENTE,8.19,0.91,1
2025-10-16,619,FÉRIAS,0.0,0.0,0
2025-10-16,198,PRESENTE,8.12,0.0,0
2025-10-16,435,PRESENTE,7.52,0.58,0
2025-10-16,407,PRESENTE,7.64,0.0,0
2025-10-16,408,PRESENTE,7.86,0.11,0
2025-10-16,536,ATRASO,6.98,0.3,1
2025-10-16,480,PRESENTE,7.83,0.0,0
2025-10-16,451,PRESENTE,8.05,0.0,0
2025-10-16,69,PRESENTE,7.87,0.94,0
2025-10-16,180,PRESENTE,8.36,0.0,0
2025-10-16,516,PRESENTE,8.64,0.99,0
2025-10-16,78,PRESENTE,7.34,1.01,0
2025-10-16,34,PRESENTE,8.64,0.61,0
2025-10-16,2,PRESENTE,8.31,0.8,1
2025-10-16,276,PRESENTE,7.53,0.14,1
2025-10-16,264,PRESENTE,8.31,0.65,0
2025-10-16,194,ATRASO,7.24,0.0,1
2025-10-16,361,PRESENTE,7.96,0.7,0
2025-10-16,196,PRESENTE,7.92,0.58,0
2025-10-16,342,PRESENTE,7.0,0.0,0
2025-10-16,250,PRESENTE,7.73,0.36,1
2025-10-16,552,PRESENTE,7.64,0.0,0
2025-10-16,285,PRESENTE,8.24,0.0,0
2025-10-16,190,PRESENTE,7.53,0.36,0
2025-10-16,492,PRESENTE,8.09,0.44,0
2025-10-16,401,PRESENTE,8.01,0.0,0
2025-10-16,396,PRESENTE,8.28,0.84,0
2025-10-16,7,PRESENTE,8.2,0.0,0
2025-10-16,641,PRESENTE,7.4,0.69,0
2025-10-16,368,PRESENTE,8.27,0.0,0
2025-10-16,55,PRESENTE,8.17,0.0,0
2025-10-16,515,PRESENTE,7.62,0.44,0
2025-10-16,329,PRESENTE,8.13,0.24,0
2025-10-16,432,PRESENTE,8.66,0.4,0
2025-10-16,76,PRESENTE,7.51,0.19,1
2025-10-16,300,PRESENTE,8.62,0.62,0
2025-10-16,365,ATESTADO,0.0,0.0,0
2025-10-16,290,FÉRIAS,0.0,0.0,0
2025-10-16,545,PRESENTE,8.45,0.16,1
2025-10-16,38,PRESENTE,8.34,0.36,1
2025-10-16,82,PRESENTE,8.09,0.57,0
2025-10-16,380,FALTA,0.0,0.0,0
2025-10-16,359,FALTA,0.0,0.0,0
2025-10-16,102,PRESENTE,7.75,1.22,1
2025-10-16,473,PRESENTE,8.2,0.49,0
2025-10-16,306,PRESENTE,8.02,0.71,0
2025-10-16,607,PRESENTE,8.51,0.3,1
2025-10-16,650,PRESENTE,8.27,0.0,1
2025-10-16,453,PRESENTE,8.1,0.23,0
2025-10-16,384,PRESENTE,7.51,0.37,1
2025-10-16,546,PRESENTE,8.07,0.64,0
2025-10-16,564,PRESENTE,8.03,0.0,1
2025-10-16,210,PRESENTE,8.73,0.18,0
2025-10-16,494,PRESENTE,8.23,0.0,0
2025-10-16,323,FALTA,0.0,0.0,0
2025-10-16,167,PRESENTE,9.03,0.0,1
2025-10-16,65,PRESENTE,7.81,0.68,0
2025-10-16,281,PRESENTE,8.66,0.0,1
2025-10-16,220,PRESENTE,8.05,0.11,1
2025-10-16,247,PRESENTE,7.81,0.51,0
2025-10-16,496,PRESENTE,7.56,0.1,0
2025-10-16,48,PRESENTE,8.0,0.05,0
2025-10-16,44,PRESENTE,7.88,0.08,1
2025-10-16,106,PRESENTE,7.98,0.25,0
2025-10-16,225,PRESENTE,8.03,0.0,0
2025-10-16,529,PRESENTE,8.15,0.0,1
2025-10-16,260,PRESENTE,7.93,0.43,0
2025-10-16,629,PRESENTE,7.8,0.48,1
2025-10-16,107,PRESENTE,7.75,0.0,1
2025-10-16,90,PRESENTE,7.93,0.0,0
2025-10-16,24,PRESENTE,6.97,0.0,0
2025-10-16,10,PRESENTE,7.41,0.16,0
2025-10-16,322,PRESENTE,7.38,1.82,0
2025-10-16,54,PRESENTE,8.36,0.22,1
2025-10-16,108,FALTA,0.0,0.0,0
2025-10-16,203,FÉRIAS,0.0,0.0,0
2025-10-16,441,PRESENTE,7.79,0.0,1
2025-10-16,197,PRESENTE,8.27,0.62,0
2025-10-16,482,ATRASO,6.57,0.31,0
2025-10-16,488,PRESENTE,8.35,0.0,0
2025-10-16,109,PRESENTE,8.13,0.29,0
2025-10-16,116,ATESTADO,0.0,0.0,1
2025-10-16,242,PRESENTE,7.92,0.69,0
2025-10-16,573,PRESENTE,7.74,0.03,1
2025-10-16,456,ATRASO,6.6,0.18,0
2025-10-16,583,PRESENTE,7.79,0.56,0
2025-10-16,520,PRESENTE,7.73,0.54,0
2025-10-16,29,PRESENTE,8.27,0.56,0
2025-10-16,324,PRESENTE,8.14,0.85,1
2025-10-16,314,PRESENTE,7.57,0.0,0
2025-10-16,33,PRESENTE,7.95,0.0,0
