item_id,venda_id,produto_id,quantidade,preco_unitario,desconto_unit,preco_liquido_unit,valor_total,uf_destino,cfop,cst_icms,aliq_icms,valor_icms,aliq_pis,valor_pis,aliq_cofins,valor_cofins,custo_total,lucro_bruto
8203,2301,35,4.0,828.61,0.9,827.71,3310.84,PE,6102,00,0.18,595.95,0.0165,54.63,0.076,251.62,2939.84,371.0
8204,2301,132,3.0,194.48,33.21,161.27,483.81,PE,6102,00,0.18,87.09,0.0165,7.98,0.076,36.77,414.93,68.88
8205,2302,128,1.0,5359.43,256.12,5103.31,5103.31,AM,6102,00,0.18,918.6,0.0165,84.2,0.076,387.85,4183.2,920.11
8206,2302,96,1.0,1748.55,213.79,1534.76,1534.76,AM,6102,60,0.18,276.26,0.0165,25.32,0.076,116.64,1170.15,364.61
8207,2302,279,1.0,381.07,87.22,293.85,293.85,AM,6102,00,0.18,52.89,0.0165,4.85,0.076,22.33,324.03,-30.18
8208,2302,61,1.0,1520.73,225.13,1295.6,1295.6,AM,6102,00,0.18,233.21,0.0165,21.38,0.076,98.47,1017.91,277.69
8209,2302,229,1.0,2667.61,58.9,2608.71,2608.71,AM,6102,40,0.18,469.57,0.0165,43.04,0.076,198.26,1836.63,772.08
8210,2302,273,1.0,4461.2,66.08,4395.12,4395.12,AM,6102,00,0.18,791.12,0.0165,72.52,0.076,334.03,3539.78,855.34
8211,2303,279,2.0,380.85,51.77,329.08,658.16,MG,5102,20,0.18,118.47,0.0165,10.86,0.076,50.02,648.06,10.1
8212,2304,262,0.0,5214.59,107.92,5106.67,0.0,BA,6102,00,0.18,0.0,0.0165,0.0,0.076,0.0,0.0,0.0
8213,2304,39,0.0,7470.4,462.01,7008.39,0.0,BA,6102,20,0.18,0.0,0.0165,0.0,0.076,0.0,0.0,0.0
8214,2304,222,0.0,530.72,10.85,519.87,0.0,BA,6102,60,0.18,0.0,0.0165,0.0,0.076,0.0,0.0,0.0
8215,2304,140,0.0,3347.61,107.64,3239.97,0.0,BA,6102,00,0.18,0.0,0.0165,0.0,0.076,0.0,0.0,0.0
8216,2304,300,0.0,1477.86,75.47,1402.39,0.0,BA,6102,00,0.18,0.0,0.0165,0.0,0.076,0.0,0.0,0.0
8217,2304,158,0.0,830.72,39.34,791.38,0.0,BA,6102,00,0.18,0.0,0.0165,0.0,0.076,0.0,0.0,0.0
8218,2305,53,2.0,7247.18,2452.63,4794.55,9589.1,AM,6102,00,0.18,1726.04,0.0165,158.22,0.076,728.77,10752.74,-1163.64
8219,2305,29,1.0,3732.98,353.62,3379.36,3379.36,AM,6102,00,0.18,608.28,0.0165,55.76,0.076,256.83,2560.79,818.57
8220,2306,207,2.0,4985.19,317.02,4668.17,9336.34,PR,6102,00,0.19,1773.9,0.0165,154.05,0.076,709.56,8544.82,791.52
8221,2306,157,1.0,6630.57,956.49,5674.08,5674.08,PR,6102,60,0.19,1078.08,0.0165,93.62,0.076,431.23,6272.85,-598.77
8222,2306,100,3.0,359.35,11.66,347.69,1043.07,PR,6102,00,0.19,198.18,0.0165,17.21,0.076,79.27,773.85,269.22
8223,2306,114,2.0,1024.2,114.15,910.05,1820.1,PR,6102,00,0.19,345.82,0.0165,30.03,0.076,138.33,1955.56,-135.46
8224,2306,233,3.0,565.1,79.5,485.6,1456.8,PR,6102,00,0.19,276.79,0.0165,24.04,0.076,110.72,1285.62,171.18
8225,2306,3,1.0,2664.91,311.29,2353.62,2353.62,PR,6102,00,0.19,447.19,0.0165,38.83,0.076,178.88,2318.84,34.78
8226,2307,53,1.0,6490.79,916.93,5573.86,5573.86,AM,6102,20,0.18,1003.29,0.0165,91.97,0.076,423.61,5376.37,197.49
8227,2307,33,1.0,5544.24,824.25,4719.99,4719.99,AM,6102,00,0.18,849.6,0.0165,77.88,0.076,358.72,4093.81,626.18
8228,2307,160,1.0,5265.29,605.28,4660.01,4660.01,AM,6102,20,0.18,838.8,0.0165,76.89,0.076,354.16,4735.02,-75.01
8229,2307,147,2.0,7677.19,208.1,7469.09,14938.18,AM,6102,20,0.0,0.0,0.0165,246.48,0.076,1135.3,11809.54,3128.64
8230,2307,234,2.0,1078.14,147.03,931.11,1862.22,AM,6102,00,0.18,335.2,0.0165,30.73,0.076,141.53,1420.0,442.22
8231,2308,33,2.0,6399.03,1091.15,5307.88,10615.76,SC,6102,20,0.17,1804.68,0.0165,175.16,0.076,806.8,8187.62,2428.14
8232,2308,146,2.0,5976.41,865.96,5110.45,10220.9,SC,6102,60,0.17,1737.55,0.0165,168.64,0.076,776.79,10678.34,-457.44
8233,2308,120,1.0,767.07,75.52,691.55,691.55,SC,6102,00,0.17,117.56,0.0165,11.41,0.076,52.56,557.03,134.52
8234,2308,230,1.0,5180.4,277.09,4903.31,4903.31,SC,6102,60,0.17,833.56,0.0165,80.9,0.076,372.65,3636.86,1266.45
8235,2308,297,3.0,446.37,1.41,444.96,1334.88,SC,6102,00,0.17,226.93,0.0165,22.03,0.076,101.45,1074.06,260.82
8236,2308,60,2.0,4259.62,338.18,3921.44,7842.88,SC,6102,60,0.17,1333.29,0.0165,129.41,0.076,596.06,6842.14,1000.74
8237,2309,132,3.0,192.96,26.97,165.99,497.97,PR,6102,60,0.19,94.61,0.0165,8.22,0.076,37.85,414.93,83.04
8238,2309,157,1.0,6737.52,567.8,6169.72,6169.72,PR,6102,00,0.19,1172.25,0.0165,101.8,0.076,468.9,6272.85,-103.13
8239,2310,170,3.0,356.36,17.14,339.22,1017.66,BA,6102,00,0.18,183.18,0.0165,16.79,0.076,77.34,719.19,298.47
8240,2310,66,1.0,1944.56,288.09,1656.47,1656.47,BA,6102,60,0.18,298.16,0.0165,27.33,0.076,125.89,1421.75,234.72
8241,2310,126,4.0,455.4,61.54,393.86,1575.44,BA,6102,60,0.18,283.58,0.0165,25.99,0.076,119.73,1449.44,126.0
8242,2310,219,2.0,691.55,95.17,596.38,1192.76,BA,6102,40,0.18,214.7,0.0165,19.68,0.076,90.65,1085.38,107.38
8243,2310,33,2.0,6076.45,1086.9,4989.55,9979.1,BA,6102,00,0.18,1796.24,0.0165,164.66,0.076,758.41,8187.62,1791.48
8244,2311,222,0.0,532.6,78.75,453.85,0.0,PA,6102,60,0.17,0.0,0.0165,0.0,0.076,0.0,0.0,0.0
8245,2311,243,0.0,8910.7,1200.26,7710.44,0.0,PA,6102,60,0.17,0.0,0.0165,0.0,0.076,0.0,0.0,0.0
8246,2311,289,0.0,267.25,3.19,264.06,0.0,PA,6102,60,0.0,0.0,0.0165,0.0,0.076,0.0,0.0,0.0
8247,2311,221,0.0,5300.26,896.13,4404.13,0.0,PA,6102,00,0.17,0.0,0.0165,0.0,0.076,0.0,0.0,0.0
8248,2311,77,0.0,3251.11,300.37,2950.74,0.0,PA,6102,00,0.17,0.0,0.0165,0.0,0.076,0.0,0.0,0.0
8249,2312,134,1.0,3938.75,611.29,3327.46,3327.46,SC,6102,20,0.17,565.67,0.0165,54.9,0.076,252.89,3345.03,-17.57
8250,2312,241,1.0,2169.12,337.58,1831.54,1831.54,SC,6102,00,0.17,311.36,0.0165,30.22,0.076,139.2,1914.06,-82.52
8251,2312,58,1.0,661.44,22.78,638.66,638.66,SC,6102,20,0.17,108.57,0.0165,10.54,0.076,48.54,532.11,106.55
8252,2312,223,2.0,938.73,21.64,917.09,1834.18,SC,6102,00,0.17,311.81,0.0165,30.26,0.076,139.4,1284.56,549.62
8253,2312,220,3.0,505.94,62.37,443.57,1330.71,SC,6102,00,0.17,226.22,0.0165,21.96,0.076,101.13,945.87,384.84
8254,2312,23,1.0,539.32,36.48,502.84,502.84,SC,6102,60,0.17,85.48,0.0165,8.3,0.076,38.22,380.37,122.47
8255,2313,99,1.0,4075.15,613.77,3461.38,3461.38,MG,5102,00,0.18,623.05,0.0165,57.11,0.076,263.06,2942.97,518.41
8256,2313,96,1.0,1748.79,112.17,1636.62,1636.62,MG,6102,00,0.18,294.59,0.0165,27.0,0.076,124.38,1170.15,466.47
8257,2313,147,1.0,7677.44,591.07,7086.37,7086.37,MG,5102,00,0.18,1275.55,0.0165,116.93,0.076,538.56,5904.77,1181.6
8258,2313,224,1.0,926.89,119.62,807.27,807.27,MG,5102,20,0.18,145.31,0.0165,13.32,0.076,61.35,638.57,168.7
8259,2313,77,2.0,3194.99,430.17,2764.82,5529.64,MG,5102,00,0.18,995.34,0.0165,91.24,0.076,420.25,4868.36,661.28
8260,2314,17,2.0,927.29,56.51,870.78,1741.56,SP,6102,00,0.18,313.48,0.0165,28.74,0.076,132.36,1224.74,516.82
8261,2315,127,2.0,5493.86,599.55,4894.31,9788.62,PE,6102,40,0.18,1761.95,0.0165,161.51,0.076,743.94,7416.94,2371.68
8262,2315,282,1.0,4692.19,517.74,4174.45,4174.45,PE,6102,00,0.18,751.4,0.0165,68.88,0.076,317.26,3538.53,635.92
8263,2315,274,2.0,597.6,32.86,564.74,1129.48,PE,6102,00,0.18,203.31,0.0165,18.64,0.076,85.84,1066.6,62.88
8264,2315,127,2.0,5546.67,57.21,5489.46,10978.92,PE,6102,00,0.18,1976.21,0.0165,181.15,0.076,834.4,7416.94,3561.98
8265,2315,90,1.0,940.41,76.58,863.83,863.83,PE,6102,00,0.18,155.49,0.0165,14.25,0.076,65.65,596.67,267.16
8266,2315,112,1.0,3716.68,196.53,3520.15,3520.15,PE,6102,00,0.18,633.63,0.0165,58.08,0.076,267.53,2946.19,573.96
8267,2316,117,2.0,3841.62,137.07,3704.55,7409.1,MT,6102,00,0.17,1259.55,0.0165,122.25,0.076,563.09,4634.5,2774.6
8268,2316,82,3.0,541.83,175.09,366.74,1100.22,MT,6102,00,0.17,187.04,0.0165,18.15,0.076,83.62,1493.28,-393.06
8269,2317,153,1.0,2613.93,153.85,2460.08,2460.08,RS,6102,00,0.18,442.81,0.0165,40.59,0.076,186.97,2361.37,98.71
8270,2317,162,1.0,353.51,19.75,333.76,333.76,RS,6102,20,0.18,60.08,0.0165,5.51,0.076,25.37,286.39,47.37
8271,2317,86,2.0,5420.42,375.18,5045.24,10090.48,RS,6102,00,0.18,1816.29,0.0165,166.49,0.076,766.88,7403.08,2687.4
8272,2317,212,1.0,1774.75,272.94,1501.81,1501.81,RS,6102,00,0.18,270.33,0.0165,24.78,0.076,114.14,1073.67,428.14
8273,2317,291,1.0,5397.76,639.68,4758.08,4758.08,RS,6102,00,0.18,856.45,0.0165,78.51,0.076,361.61,4583.16,174.92
8274,2317,224,1.0,995.94,119.55,876.39,876.39,RS,6102,00,0.0,0.0,0.0165,14.46,0.076,66.61,638.57,237.82
8275,2318,32,-1.0,158.42,21.25,137.17,-137.17,SC,6102,00,0.17,-23.32,0.0165,-2.26,0.076,-10.42,-105.85,-31.32
8276,2318,130,-1.0,1347.32,149.69,1197.63,-1197.63,SC,6102,00,0.17,-203.6,0.0165,-19.76,0.076,-91.02,-1104.16,-93.47
8277,2318,37,-2.0,4547.81,193.38,4354.43,-8708.86,SC,6102,20,0.17,-1480.51,0.0165,-143.7,0.076,-661.87,-6346.06,-2362.8
8278,2318,104,3.0,1070.89,107.13,963.76,2891.28,SC,6102,00,0.17,491.52,0.0165,47.71,0.076,219.74,2297.31,593.97
8279,2318,189,-1.0,6377.38,924.92,5452.46,-5452.46,SC,6102,00,0.17,-926.92,0.0165,-89.97,0.076,-414.39,-4030.63,-1421.83
8280,2319,282,2.0,4420.08,635.82,3784.26,7568.52,CE,6102,40,0.18,1362.33,0.0165,124.88,0.076,575.21,7077.06,491.46
8281,2319,183,1.0,519.22,70.76,448.46,448.46,CE,6102,00,0.18,80.72,0.0165,7.4,0.076,34.08,398.36,50.1
8282,2319,69,2.0,5321.79,557.08,4764.71,9529.42,CE,6102,00,0.18,1715.3,0.0165,157.24,0.076,724.24,7180.6,2348.82
8283,2319,86,1.0,4864.75,288.67,4576.08,4576.08,CE,6102,60,0.18,823.69,0.0165,75.51,0.076,347.78,3701.54,874.54
8284,2319,154,2.0,1350.66,218.44,1132.22,2264.44,CE,6102,00,0.18,407.6,0.0165,37.36,0.076,172.1,1889.36,375.08
8285,2320,23,2.0,503.96,86.82,417.14,834.28,ES,5102,00,0.17,141.83,0.0165,13.77,0.076,63.41,760.74,73.54
8286,2320,66,2.0,1927.4,339.88,1587.52,3175.04,ES,6102,00,0.17,539.76,0.0165,52.39,0.076,241.3,2843.5,331.54
8287,2320,40,1.0,142.81,0.58,142.23,142.23,ES,5102,20,0.17,24.18,0.0165,2.35,0.076,10.81,122.5,19.73
8288,2320,299,1.0,6163.22,770.19,5393.03,5393.03,ES,5102,00,0.17,916.82,0.0165,88.98,0.076,409.87,5658.4,-265.37
8289,2321,67,2.0,1482.93,98.87,1384.06,2768.12,RJ,6102,00,0.2,553.62,0.0165,45.67,0.076,210.38,2522.02,246.1
8290,2321,150,2.0,4311.91,371.22,3940.69,7881.38,RJ,5102,00,0.2,1576.28,0.0165,130.04,0.076,598.98,5816.74,2064.64
8291,2321,120,1.0,901.2,7.17,894.03,894.03,RJ,5102,60,0.2,178.81,0.0165,14.75,0.076,67.95,557.03,337.0
8292,2321,218,2.0,1186.28,139.92,1046.36,2092.72,RJ,6102,20,0.2,418.54,0.0165,34.53,0.076,159.05,2097.2,-4.48
8293,2321,169,2.0,3631.47,612.27,3019.2,6038.4,RJ,5102,00,0.2,1207.68,0.0165,99.63,0.076,458.92,5257.1,781.3
8294,2322,81,2.0,1740.78,12.32,1728.46,3456.92,SC,6102,60,0.17,587.68,0.0165,57.04,0.076,262.73,2132.1,1324.82
8295,2322,186,1.0,859.25,63.66,795.59,795.59,SC,6102,60,0.17,135.25,0.0165,13.13,0.076,60.46,776.17,19.42
8296,2322,249,2.0,686.68,6.56,680.12,1360.24,SC,6102,20,0.17,231.24,0.0165,22.44,0.076,103.38,1280.98,79.26
8297,2322,209,2.0,4100.5,656.51,3443.99,6887.98,SC,6102,00,0.17,1170.96,0.0165,113.65,0.076,523.49,6461.88,426.1
8298,2323,76,2.0,4752.73,644.04,4108.69,8217.38,SC,6102,00,0.17,1396.95,0.0165,135.59,0.076,624.52,8734.0,-516.62
8299,2323,15,4.0,394.65,24.62,370.03,1480.12,SC,6102,60,0.17,251.62,0.0165,24.42,0.076,112.49,1149.16,330.96
8300,2323,214,2.0,6122.16,622.5,5499.66,10999.32,SC,6102,60,0.17,1869.88,0.0165,181.49,0.076,835.95,9614.82,1384.5
8301,2323,165,2.0,2322.94,168.7,2154.24,4308.48,SC,6102,20,0.17,732.44,0.0165,71.09,0.076,327.44,3041.52,1266.96
8302,2323,21,2.0,1652.67,285.28,1367.39,2734.78,SC,6102,20,0.17,464.91,0.0165,45.12,0.076,207.84,2820.14,-85.36
8303,2324,14,1.0,1348.15,40.58,1307.57,1307.57,DF,6102,00,0.18,235.36,0.0165,21.57,0.076,99.38,1182.08,125.49
8304,2324,42,1.0,5537.91,473.51,5064.4,5064.4,DF,6102,00,0.18,911.59,0.0165,83.56,0.076,384.89,3892.34,1172.06
8305,2324,196,2.0,2673.57,283.56,2390.01,4780.02,DF,6102,00,0.18,860.4,0.0165,78.87,0.076,363.28,4138.74,641.28
8306,2324,76,2.0,5167.05,104.01,5063.04,10126.08,DF,6102,60,0.18,1822.69,0.0165,167.08,0.076,769.58,8734.0,1392.08
8307,2324,96,2.0,1674.61,240.41,1434.2,2868.4,DF,6102,20,0.18,516.31,0.0165,47.33,0.076,218.0,2340.3,528.1
8308,2324,299,1.0,6809.13,67.79,6741.34,6741.34,DF,6102,60,0.18,1213.44,0.0165,111.23,0.076,512.34,5658.4,1082.94
8309,2325,183,1.0,510.34,7.03,503.31,503.31,BA,6102,00,0.18,90.6,0.0165,8.3,0.076,38.25,398.36,104.95
8310,2325,25,2.0,6687.79,617.76,6070.03,12140.06,BA,6102,20,0.18,2185.21,0.0165,200.31,0.076,922.64,9276.84,2863.22
8311,2326,144,2.0,2011.9,102.03,1909.87,3819.74,BA,6102,60,0.18,687.55,0.0165,63.03,0.076,290.3,2892.56,927.18
8312,2326,102,2.0,1075.43,12.78,1062.65,2125.3,BA,6102,00,0.18,382.55,0.0165,35.07,0.076,161.52,1891.24,234.06
8313,2326,245,1.0,2325.55,60.93,2264.62,2264.62,BA,6102,00,0.18,407.63,0.0165,37.37,0.076,172.11,1729.7,534.92
8314,2326,168,2.0,6044.66,935.24,5109.42,10218.84,BA,6102,00,0.18,1839.39,0.0165,168.61,0.076,776.63,10213.86,4.98
8315,2326,30,2.0,839.14,128.63,710.51,1421.02,BA,6102,00,0.18,255.78,0.0165,23.45,0.076,108.0,1215.2,205.82
8316,2327,96,1.0,1597.14,190.06,1407.08,1407.08,MT,6102,00,0.17,239.2,0.0165,23.22,0.076,106.94,1170.15,236.93
8317,2327,161,1.0,1878.43,199.24,1679.19,1679.19,MT,6102,60,0.17,285.46,0.0165,27.71,0.076,127.62,1450.31,228.88
8318,2327,96,2.0,1455.58,5.08,1450.5,2901.0,MT,6102,00,0.17,493.17,0.0165,47.87,0.076,220.48,2340.3,560.7
8319,2327,94,3.0,115.15,9.29,105.86,317.58,MT,6102,60,0.17,53.99,0.0165,5.24,0.076,24.14,214.2,103.38
8320,2327,297,1.0,418.59,70.46,348.13,348.13,MT,6102,60,0.17,59.18,0.0165,5.74,0.076,26.46,358.02,-9.89
8321,2328,4,1.0,531.37,82.79,448.58,448.58,CE,6102,00,0.18,80.74,0.0165,7.4,0.076,34.09,509.07,-60.49
8322,2328,95,2.0,3634.93,491.16,3143.77,6287.54,CE,6102,00,0.18,1131.76,0.0165,103.74,0.076,477.85,5240.94,1046.6
8323,2328,162,4.0,363.51,31.61,331.9,1327.6,CE,6102,00,0.18,238.97,0.0165,21.91,0.076,100.9,1145.56,182.04
8324,2328,232,3.0,332.6,34.6,298.0,894.0,CE,6102,00,0.18,160.92,0.0165,14.75,0.076,67.94,694.56,199.44
8325,2329,235,1.0,783.41,89.17,694.24,694.24,AM,6102,20,0.18,124.96,0.0165,11.45,0.076,52.76,614.63,79.61
8326,2329,68,2.0,6173.07,981.59,5191.48,10382.96,AM,6102,00,0.18,1868.93,0.0165,171.32,0.076,789.1,8715.42,1667.54
8327,2329,185,2.0,1650.33,206.91,1443.42,2886.84,AM,6102,40,0.18,519.63,0.0165,47.63,0.076,219.4,2644.76,242.08
8328,2329,211,1.0,1782.16,194.02,1588.14,1588.14,AM,6102,00,0.18,285.87,0.0165,26.2,0.076,120.7,1309.95,278.19
8329,2329,15,1.0,456.32,78.09,378.23,378.23,AM,6102,20,0.18,68.08,0.0165,6.24,0.076,28.75,287.29,90.94
8330,2329,168,1.0,6650.02,433.56,6216.46,6216.46,AM,6102,00,0.18,1118.96,0.0165,102.57,0.076,472.45,5106.93,1109.53
8331,2330,195,2.0,3163.93,202.22,2961.71,5923.42,PE,6102,00,0.18,1066.22,0.0165,97.74,0.076,450.18,5370.54,552.88
8332,2330,52,2.0,1558.65,245.22,1313.43,2626.86,PE,6102,00,0.18,472.83,0.0165,43.34,0.076,199.64,1836.64,790.22
8333,2330,216,1.0,772.6,110.22,662.38,662.38,PE,6102,00,0.18,119.23,0.0165,10.93,0.076,50.34,572.91,89.47
8334,2330,122,1.0,429.05,18.48,410.57,410.57,PE,6102,00,0.18,73.9,0.0165,6.77,0.076,31.2,273.63,136.94
8335,2330,22,2.0,9174.74,1019.84,8154.9,16309.8,PE,6102,20,0.18,2935.76,0.0165,269.11,0.076,1239.54,12451.02,3858.78
8336,2330,132,1.0,210.55,33.37,177.18,177.18,PE,6102,00,0.18,31.89,0.0165,2.92,0.076,13.47,138.31,38.87
8337,2331,116,1.0,5344.32,607.65,4736.67,4736.67,RJ,5102,00,0.2,947.33,0.0165,78.16,0.076,359.99,4395.65,341.02
8338,2331,223,2.0,914.26,76.45,837.81,1675.62,RJ,5102,00,0.2,335.12,0.0165,27.65,0.076,127.35,1284.56,391.06
8339,2331,90,4.0,872.96,56.76,816.2,3264.8,RJ,6102,00,0.2,652.96,0.0165,53.87,0.076,248.12,2386.68,878.12
8340,2332,229,2.0,2384.4,279.02,2105.38,4210.76,ES,5102,00,0.17,715.83,0.0165,69.48,0.076,320.02,3673.26,537.5
8341,2333,225,2.0,3212.75,494.0,2718.75,5437.5,CE,6102,40,0.18,978.75,0.0165,89.72,0.076,413.25,4132.32,1305.18
8342,2334,188,2.0,4164.37,364.97,3799.4,7598.8,MS,6102,00,0.17,1291.8,0.0165,125.38,0.076,577.51,6780.82,817.98
8343,2334,111,1.0,723.16,42.92,680.24,680.24,MS,6102,40,0.17,115.64,0.0165,11.22,0.076,51.7,561.46,118.78
8344,2334,35,4.0,852.91,23.02,829.89,3319.56,MS,6102,00,0.17,564.33,0.0165,54.77,0.076,252.29,2939.84,379.72
8345,2334,63,2.0,1959.27,56.08,1903.19,3806.38,MS,6102,00,0.17,647.08,0.0165,62.81,0.076,289.28,2731.28,1075.1
8346,2335,91,2.0,2280.84,153.63,2127.21,4254.42,BA,6102,00,0.18,765.8,0.0165,70.2,0.076,323.34,3617.6,636.82
8347,2335,160,1.0,5229.69,670.24,4559.45,4559.45,BA,6102,00,0.18,820.7,0.0165,75.23,0.076,346.52,4735.02,-175.57
8348,2335,281,1.0,3365.71,457.11,2908.6,2908.6,BA,6102,00,0.18,523.55,0.0165,47.99,0.076,221.05,2324.0,584.6
8349,2336,228,1.0,2225.17,139.06,2086.11,2086.11,SC,6102,60,0.17,354.64,0.0165,34.42,0.076,158.54,1749.02,337.09
8350,2336,264,1.0,3019.02,132.81,2886.21,2886.21,SC,6102,20,0.17,490.66,0.0165,47.62,0.076,219.35,2083.7,802.51
8351,2337,118,1.0,486.37,66.63,419.74,419.74,SC,6102,00,0.17,71.36,0.0165,6.93,0.076,31.9,407.36,12.38
8352,2338,18,2.0,1658.28,285.29,1372.99,2745.98,SP,5102,00,0.18,494.28,0.0165,45.31,0.076,208.69,2955.54,-209.56
8353,2338,269,2.0,5109.74,443.97,4665.77,9331.54,SP,5102,60,0.18,1679.68,0.0165,153.97,0.076,709.2,7928.76,1402.78
8354,2339,282,1.0,5208.56,316.7,4891.86,4891.86,SC,6102,00,0.17,831.62,0.0165,80.72,0.076,371.78,3538.53,1353.33
8355,2339,196,2.0,2681.62,202.79,2478.83,4957.66,SC,6102,00,0.17,842.8,0.0165,81.8,0.076,376.78,4138.74,818.92
8356,2339,146,2.0,6590.21,1014.68,5575.53,11151.06,SC,6102,00,0.17,1895.68,0.0165,183.99,0.076,847.48,10678.34,472.72
8357,2339,35,2.0,879.81,3.44,876.37,1752.74,SC,6102,20,0.17,297.97,0.0165,28.92,0.076,133.21,1469.92,282.82
8358,2340,235,4.0,697.73,14.27,683.46,2733.84,DF,6102,60,0.18,492.09,0.0165,45.11,0.076,207.77,2458.52,275.32
8359,2340,293,3.0,657.27,19.91,637.36,1912.08,DF,6102,00,0.18,344.17,0.0165,31.55,0.076,145.32,1666.8,245.28
8360,2340,147,1.0,8091.49,1365.68,6725.81,6725.81,DF,6102,00,0.18,1210.65,0.0165,110.98,0.076,511.16,5904.77,821.04
8361,2340,218,2.0,1255.0,125.44,1129.56,2259.12,DF,6102,20,0.18,406.64,0.0165,37.28,0.076,171.69,2097.2,161.92
8362,2340,29,2.0,3479.69,133.92,3345.77,6691.54,DF,6102,00,0.18,1204.48,0.0165,110.41,0.076,508.56,5121.58,1569.96
8363,2341,71,1.0,4327.11,436.46,3890.65,3890.65,SP,5102,00,0.0,0.0,0.0165,64.2,0.076,295.69,3696.21,194.44
8364,2341,187,3.0,639.79,57.56,582.23,1746.69,SP,5102,00,0.18,314.4,0.0165,28.82,0.076,132.75,1892.73,-146.04
8365,2341,93,4.0,194.57,16.32,178.25,713.0,SP,6102,60,0.18,128.34,0.0165,11.76,0.076,54.19,660.04,52.96
8366,2341,31,1.0,3393.15,319.39,3073.76,3073.76,SP,5102,00,0.18,553.28,0.0165,50.72,0.076,233.61,2539.7,534.06
8367,2341,142,1.0,739.6,229.41,510.19,510.19,SP,5102,00,0.18,91.83,0.0165,8.42,0.076,38.77,600.53,-90.34
8368,2341,217,1.0,1559.84,24.82,1535.02,1535.02,SP,6102,00,0.18,276.3,0.0165,25.33,0.076,116.66,987.36,547.66
8369,2342,7,2.0,3935.66,309.87,3625.79,7251.58,RS,6102,20,0.18,1305.28,0.0165,119.65,0.076,551.12,6931.92,319.66
8370,2342,109,2.0,5032.34,327.48,4704.86,9409.72,RS,6102,40,0.18,1693.75,0.0165,155.26,0.076,715.14,6796.38,2613.34
8371,2342,269,2.0,5421.91,416.06,5005.85,10011.7,RS,6102,00,0.18,1802.11,0.0165,165.19,0.076,760.89,7928.76,2082.94
8372,2342,15,4.0,466.89,45.52,421.37,1685.48,RS,6102,00,0.18,303.39,0.0165,27.81,0.076,128.1,1149.16,536.32
8373,2343,25,2.0,6885.72,619.34,6266.38,12532.76,MG,6102,00,0.18,2255.9,0.0165,206.79,0.076,952.49,9276.84,3255.92
8374,2344,277,2.0,4633.8,605.89,4027.91,8055.82,BA,6102,00,0.18,1450.05,0.0165,132.92,0.076,612.24,7750.26,305.56
8375,2344,52,1.0,1405.94,291.25,1114.69,1114.69,BA,6102,20,0.18,200.64,0.0165,18.39,0.076,84.72,918.32,196.37
8376,2344,164,2.0,4405.92,620.09,3785.83,7571.66,BA,6102,00,0.18,1362.9,0.0165,124.93,0.076,575.45,7223.3,348.36
8377,2344,161,2.0,1738.84,150.95,1587.89,3175.78,BA,6102,00,0.18,571.64,0.0165,52.4,0.076,241.36,2900.62,275.16
8378,2344,181,1.0,552.75,6.97,545.78,545.78,BA,6102,00,0.18,98.24,0.0165,9.01,0.076,41.48,390.24,155.54
8379,2345,240,1.0,1910.67,312.81,1597.86,1597.86,CE,6102,60,0.18,287.61,0.0165,26.36,0.076,121.44,1474.56,123.3
8380,2345,195,2.0,3018.53,532.61,2485.92,4971.84,CE,6102,00,0.18,894.93,0.0165,82.04,0.076,377.86,5370.54,-398.7
8381,2345,282,1.0,5261.75,375.04,4886.71,4886.71,CE,6102,00,0.18,879.61,0.0165,80.63,0.076,371.39,3538.53,1348.18
8382,2346,192,2.0,4384.74,487.2,3897.54,7795.08,GO,6102,00,0.17,1325.16,0.0165,128.62,0.076,592.43,5949.4,1845.68
8383,2347,35,3.0,808.1,107.67,700.43,2101.29,RJ,6102,00,0.2,420.26,0.0165,34.67,0.076,159.7,2204.88,-103.59
8384,2347,180,1.0,2816.45,80.53,2735.92,2735.92,RJ,5102,20,0.2,547.18,0.0165,45.14,0.076,207.93,2094.12,641.8
8385,2347,5,2.0,4366.8,379.42,3987.38,7974.76,RJ,6102,40,0.2,1594.95,0.0165,131.58,0.076,606.08,6294.9,1679.86
8386,2347,115,2.0,4296.23,702.5,3593.73,7187.46,RJ,5102,00,0.2,1437.49,0.0165,118.59,0.076,546.25,6804.98,382.48
8387,2347,210,4.0,834.75,21.49,813.26,3253.04,RJ,5102,40,0.2,650.61,0.0165,53.68,0.076,247.23,2559.68,693.36
8388,2348,289,3.0,249.36,25.4,223.96,671.88,PA,6102,00,0.17,114.22,0.0165,11.09,0.076,51.06,652.62,19.26
8389,2348,82,1.0,508.99,24.11,484.88,484.88,PA,6102,00,0.17,82.43,0.0165,8.0,0.076,36.85,497.76,-12.88
8390,2348,29,2.0,3593.51,426.25,3167.26,6334.52,PA,6102,60,0.17,1076.87,0.0165,104.52,0.076,481.42,5121.58,1212.94
8391,2348,40,2.0,166.94,11.06,155.88,311.76,PA,6102,00,0.17,53.0,0.0165,5.14,0.076,23.69,245.0,66.76
8392,2348,122,1.0,399.26,12.55,386.71,386.71,PA,6102,20,0.17,65.74,0.0165,6.38,0.076,29.39,273.63,113.08
8393,2348,2,3.0,745.58,52.74,692.84,2078.52,PA,6102,20,0.17,353.35,0.0165,34.3,0.076,157.97,1852.83,225.69
